[2107, 1577]
[headline, [388.0, 104.0, 904.0, 67.5], shoonya_3s70DTPLTKQ2TK, 5712818]
[folio, [1374.0, 114.0, 145.0, 36.0], udo2syUWEJ, 5712818]
[paragraph, [780.0, 222.0, 736.0, 36.0], shoonya_0sEBIII27EZ7S0, 5712818]
[paragraph, [780.0, 258.0, 736.0, 36.0], shoonya_0sEBIII27EZ7S0, 5712818]
[paragraph, [780.0, 294.0, 736.0, 36.0], shoonya_0sEBIII27EZ7S0, 5712818]
[paragraph, [780.0, 330.0, 736.0, 36.0], shoonya_0sEBIII27EZ7S0, 5712818]
[paragraph, [780.0, 366.0, 736.0, 36.0], shoonya_0sEBIII27EZ7S0, 5712818]
[paragraph, [780.0, 402.0, 736.0, 36.0], shoonya_0sEBIII27EZ7S0, 5712818]
[paragraph, [780.0, 438.0, 736.0, 36.0], shoonya_0sEBIII27EZ7S0, 5712818]
[paragraph, [780.0, 474.0, 736.0, 36.0], shoonya_0sEBIII27EZ7S0, 5712818]
[paragraph, [374.0, 230.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 266.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 302.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 338.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 374.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 410.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 446.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 482.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 518.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 554.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [374.0, 590.0, 403.0, 36.0], _xwxpN628-, 5712818]
[paragraph, [784.0, 536.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 572.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 608.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 644.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 680.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 716.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 752.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 788.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 824.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 860.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 896.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 932.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 968.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 1004.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 1040.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 1076.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 1112.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [784.0, 1148.0, 734.0, 36.0], shoonya_5sOOHAPMTHXNO3, 5712818]
[paragraph, [90.0, 641.0, 691.0, 36.0], hrRbvEWv6H, 5712818]
[paragraph, [90.0, 677.0, 691.0, 36.0], hrRbvEWv6H, 5712818]
[paragraph, [90.0, 713.0, 691.0, 36.0], hrRbvEWv6H, 5712818]
[paragraph, [89.0, 779.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 815.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 851.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 887.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 923.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 959.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 995.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 1031.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 1067.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [89.0, 1103.0, 690.0, 36.0], shoonya_1sE48JYEIAYYF1, 5712818]
[paragraph, [70.0, 1151.0, 714.0, 36.0], rhk-Y0k950, 5712818]
[paragraph, [70.0, 1187.0, 714.0, 36.0], rhk-Y0k950, 5712818]
[paragraph, [70.0, 1223.0, 714.0, 36.0], rhk-Y0k950, 5712818]
[paragraph, [70.0, 1259.0, 714.0, 36.0], rhk-Y0k950, 5712818]
[paragraph, [70.0, 1295.0, 714.0, 36.0], rhk-Y0k950, 5712818]
[paragraph, [70.0, 1331.0, 714.0, 36.0], rhk-Y0k950, 5712818]
