[1945, 1492]
[chapter-title, [487.0, 200.0, 480.0, 58.5], shoonya_8sKIP6LHK1ZV1X, 5749551]
[paragraph, [196.0, 306.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 342.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 378.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 414.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 450.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 486.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 522.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 558.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 594.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 630.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 666.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 702.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [196.0, 738.0, 1040.0, 36.0], shoonya_0s79DTRY4KH0ZV, 5749551]
[paragraph, [201.0, 810.0, 1042.0, 36.0], shoonya_2sB5KSFMGTTYRY, 5749551]
[paragraph, [201.0, 846.0, 1042.0, 36.0], shoonya_2sB5KSFMGTTYRY, 5749551]
[paragraph, [201.0, 882.0, 1042.0, 36.0], shoonya_2sB5KSFMGTTYRY, 5749551]
[paragraph, [200.0, 945.0, 1043.0, 36.0], shoonya_1s0Z5POOZYYINQ, 5749551]
[paragraph, [200.0, 981.0, 1043.0, 36.0], shoonya_1s0Z5POOZYYINQ, 5749551]
[paragraph, [200.0, 1017.0, 1043.0, 36.0], shoonya_1s0Z5POOZYYINQ, 5749551]
[paragraph, [200.0, 1053.0, 1043.0, 36.0], shoonya_1s0Z5POOZYYINQ, 5749551]
[paragraph, [200.0, 1089.0, 1043.0, 36.0], shoonya_1s0Z5POOZYYINQ, 5749551]
[paragraph, [200.0, 1125.0, 1043.0, 36.0], shoonya_1s0Z5POOZYYINQ, 5749551]
[paragraph, [200.0, 1171.0, 1041.0, 36.0], shoonya_5sN43CQAPC5048, 5749551]
[paragraph, [200.0, 1207.0, 1041.0, 36.0], shoonya_5sN43CQAPC5048, 5749551]
[paragraph, [202.0, 1260.0, 1044.0, 36.0], shoonya_4s7AEA1G8S4Z3N, 5749551]
[paragraph, [202.0, 1296.0, 1044.0, 36.0], shoonya_4s7AEA1G8S4Z3N, 5749551]
[paragraph, [201.0, 1348.0, 1044.0, 36.0], shoonya_3s3ALKRET988FU, 5749551]
[paragraph, [201.0, 1384.0, 1044.0, 36.0], shoonya_3s3ALKRET988FU, 5749551]
[paragraph, [201.0, 1420.0, 1044.0, 36.0], shoonya_3s3ALKRET988FU, 5749551]
[paragraph, [201.0, 1456.0, 1044.0, 36.0], shoonya_3s3ALKRET988FU, 5749551]
[paragraph, [201.0, 1492.0, 1044.0, 36.0], shoonya_3s3ALKRET988FU, 5749551]
[paragraph, [201.0, 1528.0, 1044.0, 36.0], shoonya_3s3ALKRET988FU, 5749551]
[paragraph, [201.0, 1564.0, 1044.0, 36.0], shoonya_3s3ALKRET988FU, 5749551]
[paragraph, [206.0, 1623.0, 1035.0, 36.0], shoonya_7sEY4QZ1JH1EAL, 5749551]
[paragraph, [206.0, 1659.0, 1035.0, 36.0], shoonya_7sEY4QZ1JH1EAL, 5749551]
