[885, 612]
[chapter-title, [237.0, 148.0, 140.0, 30.0], OCYYJtWQy8, 6460554]
[paragraph, [140.0, 191.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 209.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 227.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 245.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 263.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 281.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 299.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 317.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 335.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 353.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 371.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 389.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 407.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 425.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 443.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [140.0, 461.0, 324.0, 18.0], shoonya_0sH6MWIAUJSQXR, 6460554]
[paragraph, [134.0, 472.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [134.0, 490.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [134.0, 508.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [134.0, 526.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [134.0, 544.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [134.0, 562.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [134.0, 580.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [134.0, 598.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [134.0, 616.0, 333.0, 18.0], aa_7DGi9So, 6460554]
[paragraph, [128.0, 634.0, 342.0, 18.0], jkyXLWfrvG, 6460554]
[paragraph, [128.0, 652.0, 342.0, 18.0], jkyXLWfrvG, 6460554]
[paragraph, [128.0, 670.0, 342.0, 18.0], jkyXLWfrvG, 6460554]
[paragraph, [128.0, 688.0, 342.0, 18.0], jkyXLWfrvG, 6460554]
[paragraph, [128.0, 706.0, 342.0, 18.0], jkyXLWfrvG, 6460554]
