[2200, 1700]
[section-title, [1126.0, 680.0, 140.0, 52.5], R8rFzt8BBv, 5651391]
[paragraph, [265.0, 849.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 885.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 921.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 957.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 993.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1029.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1065.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1101.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1137.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1173.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1209.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1245.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1281.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1317.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1353.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1389.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1425.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1461.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1497.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1533.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1569.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1605.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1641.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1677.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1713.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1749.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1785.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
[paragraph, [265.0, 1821.0, 994.0, 36.0], shoonya_0s0J19BS868W6A, 5651391]
