[2304, 1632]
[section-title, [444.0, 236.0, 858.0, 52.5], wiZj78GNYu, 5699303]
[paragraph, [312.0, 350.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 386.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 422.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 458.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 494.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 530.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 566.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 602.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 638.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 674.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 710.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 746.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 782.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 818.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 854.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 890.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 926.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 962.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[paragraph, [312.0, 998.0, 1156.0, 36.0], shoonya_0sDQO1FROI98DH, 5699303]
[contact-info, [664.0, 1107.0, 463.0, 36.0], DxojME45dS, 5699303]
[contact-info, [664.0, 1143.0, 463.0, 36.0], DxojME45dS, 5699303]
[contact-info, [664.0, 1179.0, 463.0, 36.0], DxojME45dS, 5699303]
[contact-info, [664.0, 1215.0, 463.0, 36.0], DxojME45dS, 5699303]
[contact-info, [664.0, 1251.0, 463.0, 36.0], DxojME45dS, 5699303]
[contact-info, [664.0, 1287.0, 463.0, 36.0], DxojME45dS, 5699303]
[contact-info, [664.0, 1323.0, 463.0, 36.0], DxojME45dS, 5699303]
[contact-info, [664.0, 1359.0, 463.0, 36.0], DxojME45dS, 5699303]
[dateline, [504.0, 1412.0, 777.0, 64.5], O-Ljb55R1f, 5699303]
[paragraph, [311.0, 1515.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1551.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1587.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1623.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1659.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1695.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1731.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1767.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1803.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1839.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1875.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1911.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1947.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 1983.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
[paragraph, [311.0, 2019.0, 1162.0, 36.0], shoonya_1sKO1JCJK5Q0MU, 5699303]
