[2200, 1700]
[paragraph, [331.0, 85.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 121.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 157.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 193.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 229.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 265.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 301.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 337.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 373.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 409.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 445.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 481.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 517.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 553.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 589.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 625.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 661.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [331.0, 697.0, 1071.0, 36.0], shoonya_4s4C0XW32DG5ZT, 5731737]
[paragraph, [340.0, 752.0, 1064.0, 36.0], shoonya_7sHUU0HANMJO6K, 5731737]
[paragraph, [340.0, 788.0, 1064.0, 36.0], shoonya_7sHUU0HANMJO6K, 5731737]
[paragraph, [340.0, 824.0, 1064.0, 36.0], shoonya_7sHUU0HANMJO6K, 5731737]
[paragraph, [340.0, 860.0, 1064.0, 36.0], shoonya_7sHUU0HANMJO6K, 5731737]
[paragraph, [340.0, 896.0, 1064.0, 36.0], shoonya_7sHUU0HANMJO6K, 5731737]
[paragraph, [350.0, 968.0, 1041.0, 36.0], shoonya_3sG6N192EMN8TQ, 5731737]
[paragraph, [350.0, 1004.0, 1041.0, 36.0], shoonya_3sG6N192EMN8TQ, 5731737]
[paragraph, [350.0, 1040.0, 1041.0, 36.0], shoonya_3sG6N192EMN8TQ, 5731737]
[paragraph, [350.0, 1076.0, 1041.0, 36.0], shoonya_3sG6N192EMN8TQ, 5731737]
[paragraph, [350.0, 1112.0, 1041.0, 36.0], shoonya_3sG6N192EMN8TQ, 5731737]
[paragraph, [337.0, 1186.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1222.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1258.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1294.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1330.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1366.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1402.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1438.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1474.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1510.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1546.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1582.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [337.0, 1618.0, 1050.0, 36.0], shoonya_0s2GBYR5FYF30E, 5731737]
[paragraph, [346.0, 1668.0, 1058.0, 36.0], shoonya_1sW2UPZ9GKHR41, 5731737]
[paragraph, [346.0, 1704.0, 1058.0, 36.0], shoonya_1sW2UPZ9GKHR41, 5731737]
[paragraph, [346.0, 1740.0, 1058.0, 36.0], shoonya_1sW2UPZ9GKHR41, 5731737]
[paragraph, [346.0, 1776.0, 1058.0, 36.0], shoonya_1sW2UPZ9GKHR41, 5731737]
[paragraph, [346.0, 1812.0, 1058.0, 36.0], shoonya_1sW2UPZ9GKHR41, 5731737]
[paragraph, [346.0, 1848.0, 1058.0, 36.0], shoonya_1sW2UPZ9GKHR41, 5731737]
[paragraph, [346.0, 1884.0, 1058.0, 36.0], shoonya_1sW2UPZ9GKHR41, 5731737]
[folio, [425.0, 2034.0, 352.0, 36.0], 0h0b4Ls-Py, 5731737]
