[1336, 843]
[paragraph, [31.0, 28.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 46.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 64.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 82.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 100.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 118.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 136.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 154.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 172.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 190.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 208.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 226.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 244.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 262.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 280.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 298.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 316.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [31.0, 334.0, 776.0, 18.0], 9PBI07NxAI, 5660190]
[paragraph, [30.0, 364.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 382.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 400.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 418.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 436.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 454.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 472.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 490.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 508.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 526.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 544.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 562.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [30.0, 580.0, 776.0, 18.0], WA4kuclcAy, 5660190]
[paragraph, [29.0, 616.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 634.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 652.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 670.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 688.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 706.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 724.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 742.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 760.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 778.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 796.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 814.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
[paragraph, [29.0, 832.0, 775.0, 18.0], Oj4zua_QCA, 5660190]
