[2806, 1983]
[paragraph, [218.0, 229.0, 1538.0, 46.5], shoonya_2s9LW5LT7H82SN, 5682271]
[paragraph, [216.0, 533.0, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 579.5, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 626.0, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 672.5, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 719.0, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 765.5, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 812.0, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 858.5, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 905.0, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 951.5, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 998.0, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 1044.5, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 1091.0, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 1137.5, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 1184.0, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [216.0, 1230.5, 1563.0, 46.5], shoonya_0sP70O0MKAVPJY, 5682271]
[paragraph, [218.0, 1332.0, 570.0, 46.5], dLOh3YBshi, 5682271]
[paragraph, [218.0, 1378.5, 570.0, 46.5], dLOh3YBshi, 5682271]
[paragraph, [230.0, 1523.0, 1539.0, 46.5], eXRfbV_Ejc, 5682271]
[paragraph, [230.0, 1569.5, 1539.0, 46.5], eXRfbV_Ejc, 5682271]
[paragraph, [230.0, 1616.0, 1539.0, 46.5], eXRfbV_Ejc, 5682271]
[paragraph, [230.0, 1662.5, 1539.0, 46.5], eXRfbV_Ejc, 5682271]
[paragraph, [218.0, 1806.0, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 1852.5, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 1899.0, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 1945.5, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 1992.0, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2038.5, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2085.0, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2131.5, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2178.0, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2224.5, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2271.0, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2317.5, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2364.0, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
[paragraph, [218.0, 2410.5, 1552.0, 46.5], shoonya_1s9518D0UL94NN, 5682271]
