[1447, 1063]
[folio, [422.0, 51.0, 219.0, 18.0], 0Q-rEakGWx, 5762841]
[headline, [110.0, 96.0, 843.0, 25.5], shoonya_3sOI62LARFY5FJ, 5762841]
[headline, [110.0, 121.5, 843.0, 25.5], shoonya_3sOI62LARFY5FJ, 5762841]
[headline, [110.0, 147.0, 843.0, 25.5], shoonya_3sOI62LARFY5FJ, 5762841]
[headline, [110.0, 172.5, 843.0, 25.5], shoonya_3sOI62LARFY5FJ, 5762841]
[headline, [110.0, 198.0, 843.0, 25.5], shoonya_3sOI62LARFY5FJ, 5762841]
[headline, [110.0, 223.5, 843.0, 25.5], shoonya_3sOI62LARFY5FJ, 5762841]
[paragraph, [91.0, 275.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 293.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 311.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 329.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 347.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 365.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 383.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 401.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 419.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 437.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 455.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 473.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 491.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 509.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 527.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 545.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [91.0, 563.0, 431.0, 18.0], YhOX-wecpz, 5762841]
[paragraph, [527.0, 279.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 297.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 315.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 333.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 351.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 369.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 387.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 405.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 423.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 441.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 459.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 477.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 495.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 513.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 531.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [527.0, 549.0, 442.0, 18.0], PvKU1vT19s, 5762841]
[paragraph, [534.0, 591.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 609.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 627.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 645.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 663.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 681.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 699.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 717.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 735.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 753.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 771.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 789.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 807.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 825.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 843.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 861.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 879.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 897.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 915.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 933.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[paragraph, [534.0, 951.0, 433.0, 18.0], shoonya_5sS688BNEU1NTW, 5762841]
[figure-caption, [240.0, 804.0, 220.0, 18.0], PGZJyMAGU7, 5762841]
[figure-caption, [240.0, 822.0, 220.0, 18.0], PGZJyMAGU7, 5762841]
[figure-caption, [240.0, 840.0, 220.0, 18.0], PGZJyMAGU7, 5762841]
[figure-caption, [240.0, 858.0, 220.0, 18.0], PGZJyMAGU7, 5762841]
[figure-caption, [240.0, 876.0, 220.0, 18.0], PGZJyMAGU7, 5762841]
[paragraph, [86.0, 932.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 950.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 968.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 986.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 1004.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 1022.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 1040.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 1058.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 1076.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 1094.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[paragraph, [86.0, 1112.0, 435.0, 18.0], shoonya_4sR8J89YHA6ZV0, 5762841]
[section-title, [89.0, 1158.0, 433.0, 30.0], vpqXTuswUB, 5762841]
[section-title, [89.0, 1188.0, 433.0, 30.0], vpqXTuswUB, 5762841]
[paragraph, [86.0, 1266.0, 439.0, 18.0], kSNt0L2ErG, 5762841]
[paragraph, [86.0, 1284.0, 439.0, 18.0], kSNt0L2ErG, 5762841]
[paragraph, [86.0, 1302.0, 439.0, 18.0], kSNt0L2ErG, 5762841]
[paragraph, [86.0, 1320.0, 439.0, 18.0], kSNt0L2ErG, 5762841]
