[2200, 1700]
[paragraph, [309.0, 76.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 112.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 148.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 184.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 220.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 256.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 292.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 328.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 364.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 400.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 436.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 472.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 508.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 544.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 580.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 616.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 652.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 688.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 724.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 760.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 796.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 832.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 868.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 904.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 940.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 976.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 1012.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 1048.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [309.0, 1084.0, 1095.0, 36.0], shoonya_1sW83U3QD4EJ13, 5730834]
[paragraph, [316.0, 1125.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1161.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1197.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1233.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1269.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1305.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1341.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1377.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1413.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1449.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1485.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1521.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1557.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1593.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1629.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1665.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1701.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1737.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1773.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1809.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1845.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[paragraph, [316.0, 1881.0, 1099.0, 36.0], shoonya_0sKGT03GSGVF23, 5730834]
[folio, [963.0, 2034.0, 369.0, 36.0], L3bKsMZ_oB, 5730834]
