[2339, 1653]
[headline, [681.0, 584.0, 316.0, 67.5], etao0H7zna, 5689001]
[folio, [741.0, 807.0, 211.0, 36.0], S6DLnox-qZ, 5689001]
[paragraph, [210.0, 928.0, 1268.0, 36.0], shoonya_0s84QGAS2SBDKG, 5689001]
[paragraph, [210.0, 964.0, 1268.0, 36.0], shoonya_0s84QGAS2SBDKG, 5689001]
[unordered-list, [174.0, 1079.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1115.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1151.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1187.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1223.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1259.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1295.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1331.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1367.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1403.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[unordered-list, [174.0, 1439.0, 1319.0, 36.0], nE4xCuM9su, 5689001]
[reference, [281.0, 1684.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 1720.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 1756.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 1792.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 1828.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 1864.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 1900.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 1936.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 1972.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 2008.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 2044.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
[reference, [281.0, 2080.0, 1002.0, 36.0], RW5pLCij6w, 5689001]
