[2200, 1700]
[paragraph, [369.0, 116.0, 1135.0, 36.0], shoonya_3s5WY8V5I3Y9HK, 5734359]
[paragraph, [369.0, 152.0, 1135.0, 36.0], shoonya_3s5WY8V5I3Y9HK, 5734359]
[paragraph, [369.0, 188.0, 1135.0, 36.0], shoonya_3s5WY8V5I3Y9HK, 5734359]
[paragraph, [369.0, 224.0, 1135.0, 36.0], shoonya_3s5WY8V5I3Y9HK, 5734359]
[paragraph, [369.0, 260.0, 1135.0, 36.0], shoonya_3s5WY8V5I3Y9HK, 5734359]
[paragraph, [369.0, 296.0, 1135.0, 36.0], shoonya_3s5WY8V5I3Y9HK, 5734359]
[paragraph, [371.0, 357.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 393.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 429.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 465.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 501.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 537.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 573.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 609.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 645.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 681.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 717.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 753.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [371.0, 789.0, 1135.0, 36.0], shoonya_0sZN9ZXM03WQJZ, 5734359]
[paragraph, [372.0, 883.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 919.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 955.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 991.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1027.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1063.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1099.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1135.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1171.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1207.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1243.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1279.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1315.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1351.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1387.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1423.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [372.0, 1459.0, 1132.0, 36.0], shoonya_1s1NMVAJYPCCQY, 5734359]
[paragraph, [371.0, 1514.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1550.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1586.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1622.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1658.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1694.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1730.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1766.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1802.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1838.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1874.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1910.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1946.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 1982.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
[paragraph, [371.0, 2018.0, 1135.0, 36.0], shoonya_2s676TFQCYOXQR, 5734359]
