[1164, 755]
[paragraph, [77.0, 96.0, 599.0, 18.0], shoonya_4sRXKCTVI23UU9, 5691514]
[paragraph, [77.0, 114.0, 599.0, 18.0], shoonya_4sRXKCTVI23UU9, 5691514]
[paragraph, [77.0, 132.0, 599.0, 18.0], shoonya_4sRXKCTVI23UU9, 5691514]
[paragraph, [77.0, 150.0, 599.0, 18.0], shoonya_4sRXKCTVI23UU9, 5691514]
[paragraph, [77.0, 168.0, 599.0, 18.0], shoonya_4sRXKCTVI23UU9, 5691514]
[paragraph, [79.0, 199.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 217.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 235.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 253.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 271.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 289.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 307.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 325.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 343.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 361.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [79.0, 379.0, 601.0, 18.0], shoonya_2sQR69Z97UMPYH, 5691514]
[paragraph, [80.0, 413.0, 597.0, 18.0], shoonya_3s4M4L31ZR7YA6, 5691514]
[paragraph, [80.0, 431.0, 597.0, 18.0], shoonya_3s4M4L31ZR7YA6, 5691514]
[paragraph, [80.0, 449.0, 597.0, 18.0], shoonya_3s4M4L31ZR7YA6, 5691514]
[paragraph, [80.0, 467.0, 597.0, 18.0], shoonya_3s4M4L31ZR7YA6, 5691514]
[paragraph, [80.0, 485.0, 597.0, 18.0], shoonya_3s4M4L31ZR7YA6, 5691514]
[paragraph, [78.0, 523.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 541.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 559.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 577.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 595.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 613.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 631.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 649.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 667.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 685.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 703.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 721.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [78.0, 739.0, 597.0, 18.0], shoonya_1sO9KR6WX7LTS7, 5691514]
[paragraph, [77.0, 772.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 790.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 808.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 826.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 844.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 862.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 880.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 898.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 916.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 934.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 952.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 970.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
[paragraph, [77.0, 988.0, 600.0, 18.0], shoonya_0sMIMQZGIBJPGA, 5691514]
