[792, 524]
[folio, [215.0, 26.0, 147.0, 18.0], 5OZJZmoyo1, 6513812]
[folio, [420.0, 42.0, 71.0, 18.0], JnkDKOPhkO, 6513812]
[paragraph, [76.0, 55.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 73.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 91.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 109.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 127.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 145.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 163.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 181.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 199.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 217.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 235.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 253.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 271.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 289.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [76.0, 307.0, 422.0, 18.0], shoonya_0s2TDW3D9Q64MK, 6513812]
[paragraph, [67.0, 330.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 348.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 366.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 384.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 402.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 420.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 438.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 456.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 474.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 492.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 510.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 528.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 546.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 564.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 582.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 600.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [67.0, 618.0, 424.0, 18.0], shoonya_1s27LK5Y8VADU2, 6513812]
[paragraph, [114.0, 645.0, 172.0, 18.0], shoonya_4s3X5LKCH82MJR, 6513812]
[paragraph, [114.0, 663.0, 172.0, 18.0], shoonya_4s3X5LKCH82MJR, 6513812]
[reference, [62.0, 705.0, 229.0, 18.0], shoonya_2sEV4JUXYIANY3, 6513812]
