[1250, 855]
[chapter-title, [368.0, 41.0, 209.0, 30.0], shoonya_3sDG6EJOVMREOH, 5776793]
[paragraph, [159.0, 80.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 98.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 116.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 134.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 152.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 170.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 188.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 206.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 224.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 242.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 260.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 278.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 296.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 314.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 332.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 350.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 368.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 386.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 404.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 422.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [159.0, 440.0, 625.0, 18.0], shoonya_1s83728OQDVML3, 5776793]
[paragraph, [162.0, 459.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 477.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 495.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 513.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 531.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 549.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 567.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 585.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 603.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 621.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 639.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 657.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 675.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 693.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 711.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 729.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 747.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 765.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [162.0, 783.0, 626.0, 18.0], shoonya_0sKZS8ZXEG8CPK, 5776793]
[paragraph, [165.0, 805.0, 623.0, 18.0], shoonya_2sXOZ6B42KHL92, 5776793]
[paragraph, [165.0, 823.0, 623.0, 18.0], shoonya_2sXOZ6B42KHL92, 5776793]
[paragraph, [165.0, 841.0, 623.0, 18.0], shoonya_2sXOZ6B42KHL92, 5776793]
[paragraph, [165.0, 859.0, 623.0, 18.0], shoonya_2sXOZ6B42KHL92, 5776793]
[paragraph, [165.0, 877.0, 623.0, 18.0], shoonya_2sXOZ6B42KHL92, 5776793]
[paragraph, [165.0, 895.0, 623.0, 18.0], shoonya_2sXOZ6B42KHL92, 5776793]
[paragraph, [165.0, 913.0, 623.0, 18.0], shoonya_2sXOZ6B42KHL92, 5776793]
