[1638, 1027]
[chapter-title, [98.0, 274.0, 697.0, 58.5], shoonya_8s2BHO338QAISD, 5653923]
[chapter-title, [98.0, 332.5, 697.0, 58.5], shoonya_8s2BHO338QAISD, 5653923]
[author, [447.0, 438.0, 447.0, 36.0], shoonya_6sQWJDDDCVA2T1, 5653923]
[paragraph, [30.0, 541.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 577.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 613.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 649.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 685.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 721.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 757.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 793.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 829.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [30.0, 865.0, 418.0, 36.0], shoonya_2s1TQ0Z069ZU2O, 5653923]
[paragraph, [462.0, 545.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 581.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 617.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 653.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 689.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 725.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 761.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 797.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 833.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 869.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 905.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 941.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 977.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[paragraph, [462.0, 1013.0, 428.0, 36.0], shoonya_1sPNYV574CDPIB, 5653923]
[sidebar, [17.0, 919.0, 437.0, 36.0], YX-3dQj6tT, 5653923]
[sidebar, [17.0, 955.0, 437.0, 36.0], YX-3dQj6tT, 5653923]
[sidebar, [17.0, 991.0, 437.0, 36.0], YX-3dQj6tT, 5653923]
[sidebar, [17.0, 1027.0, 437.0, 36.0], YX-3dQj6tT, 5653923]
[sidebar, [17.0, 1063.0, 437.0, 36.0], YX-3dQj6tT, 5653923]
[paragraph, [465.0, 1112.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [465.0, 1148.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [465.0, 1184.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [465.0, 1220.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [465.0, 1256.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [465.0, 1292.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [465.0, 1328.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [465.0, 1364.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [465.0, 1400.0, 423.0, 36.0], shoonya_0sOCFWZ8F1GCR4, 5653923]
[paragraph, [26.0, 1113.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1149.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1185.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1221.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1257.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1293.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1329.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1365.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1401.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[paragraph, [26.0, 1437.0, 430.0, 36.0], uGzVCQ58hX, 5653923]
[folio, [36.0, 1497.0, 155.0, 36.0], shoonya_7sAHHQU2P7A76N, 5653923]
