[1372, 849]
[section-title, [169.0, 166.0, 496.0, 30.0], shoonya_1sWBV152MGF27D, 5710445]
[section-title, [169.0, 196.0, 496.0, 30.0], shoonya_1sWBV152MGF27D, 5710445]
[paragraph, [55.0, 253.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 271.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 289.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 307.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 325.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 343.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 361.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 379.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 397.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 415.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 433.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 451.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 469.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 487.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 505.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 523.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 541.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 559.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 577.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 595.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 613.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 631.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 649.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 667.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 685.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 703.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 721.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
[paragraph, [55.0, 739.0, 729.0, 18.0], shoonya_0sO99ASJU708FB, 5710445]
