[1275, 750]
[folio, [237.0, 87.0, 277.0, 18.0], shoonya_4sTM5XWYMJTQLC, 5767006]
[folio, [237.0, 105.0, 277.0, 18.0], shoonya_4sTM5XWYMJTQLC, 5767006]
[paragraph, [68.0, 156.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 174.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 192.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 210.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 228.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 246.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 264.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 282.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 300.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 318.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 336.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 354.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 372.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [68.0, 390.0, 613.0, 18.0], shoonya_3sXH4O4265YTQU, 5767006]
[paragraph, [60.0, 427.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 445.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 463.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 481.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 499.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 517.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 535.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 553.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 571.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 589.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 607.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 625.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 643.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 661.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 679.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 697.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 715.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 733.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 751.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 769.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 787.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 805.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[paragraph, [60.0, 823.0, 613.0, 18.0], shoonya_0sVNQTMUIIVUF0, 5767006]
[section-title, [278.0, 880.0, 191.0, 30.0], shoonya_1sFFBHYAA07I5B, 5767006]
[paragraph, [74.0, 948.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 966.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 984.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1002.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1020.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1038.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1056.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1074.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1092.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1110.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1128.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1146.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
[paragraph, [74.0, 1164.0, 599.0, 18.0], shoonya_2s3J0F4QTY5P9D, 5767006]
