[3508, 2481]
[contact-info, [509.0, 90.0, 1483.0, 52.5], xmUwon0vwH, 6490757]
[contact-info, [509.0, 142.5, 1483.0, 52.5], xmUwon0vwH, 6490757]
[contact-info, [509.0, 195.0, 1483.0, 52.5], xmUwon0vwH, 6490757]
[headline, [1069.0, 600.0, 345.0, 52.5], ZHSi5JMJNI, 6490757]
[headline, [1069.0, 652.5, 345.0, 52.5], ZHSi5JMJNI, 6490757]
[dateline, [1821.0, 985.0, 450.0, 52.5], 8L27TYrQfV, 6490757]
[paragraph, [208.0, 1237.0, 485.0, 52.5], MVHHGo-MLy, 6490757]
[paragraph, [189.0, 1355.0, 2092.0, 52.5], F1z5i719fD, 6490757]
[paragraph, [189.0, 1407.5, 2092.0, 52.5], F1z5i719fD, 6490757]
[paragraph, [189.0, 1460.0, 2092.0, 52.5], F1z5i719fD, 6490757]
[paragraph, [189.0, 1512.5, 2092.0, 52.5], F1z5i719fD, 6490757]
[paragraph, [189.0, 1565.0, 2092.0, 52.5], F1z5i719fD, 6490757]
[paragraph, [189.0, 1617.5, 2092.0, 52.5], F1z5i719fD, 6490757]
[ordered-list, [1252.0, 2077.0, 960.0, 52.5], D7G-Ds3hlb, 6490757]
[ordered-list, [1252.0, 2129.5, 960.0, 52.5], D7G-Ds3hlb, 6490757]
[ordered-list, [1252.0, 2182.0, 960.0, 52.5], D7G-Ds3hlb, 6490757]
[ordered-list, [220.0, 2083.0, 783.0, 52.5], N395s9SXlg, 6490757]
[ordered-list, [220.0, 2135.5, 783.0, 52.5], N395s9SXlg, 6490757]
[ordered-list, [220.0, 2188.0, 783.0, 52.5], N395s9SXlg, 6490757]
[contact-info, [192.0, 2413.0, 503.0, 52.5], eYfWjDbgDs, 6490757]
[contact-info, [192.0, 2465.5, 503.0, 52.5], eYfWjDbgDs, 6490757]
[footnote, [220.0, 2553.0, 351.0, 52.5], VO5sMGvE6p, 6490757]
[footnote, [220.0, 2605.5, 351.0, 52.5], VO5sMGvE6p, 6490757]
[footnote, [220.0, 2658.0, 351.0, 52.5], VO5sMGvE6p, 6490757]
