[1288, 732]
[folio, [562.0, 41.0, 110.0, 18.0], QcmauOavGv, 5782332]
[folio, [562.0, 59.0, 110.0, 18.0], QcmauOavGv, 5782332]
[folio, [562.0, 77.0, 110.0, 18.0], QcmauOavGv, 5782332]
[paragraph, [18.0, 134.0, 660.0, 18.0], AYZ9HtmfXH, 5782332]
[paragraph, [18.0, 152.0, 660.0, 18.0], AYZ9HtmfXH, 5782332]
[ordered-list, [13.0, 189.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 207.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 225.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 243.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 261.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 279.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 297.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 315.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 333.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 351.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 369.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 387.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 405.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 423.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 441.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 459.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 477.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 495.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 513.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 531.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 549.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 567.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 585.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 603.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 621.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 639.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 657.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 675.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 693.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 711.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 729.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 747.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 765.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 783.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 801.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 819.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 837.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 855.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 873.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 891.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 909.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 927.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 945.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
[ordered-list, [13.0, 963.0, 670.0, 18.0], shoonya_0sP7QW6F9CMCBP, 5782332]
