[1545, 2000]
[section-title, [706.0, 105.0, 593.0, 49.5], duMdysjQ56, 6490784]
[section-title, [706.0, 154.5, 593.0, 49.5], duMdysjQ56, 6490784]
[section-title, [706.0, 204.0, 593.0, 49.5], duMdysjQ56, 6490784]
[paragraph, [220.0, 227.0, 250.0, 36.0], vEFGzgj5kI, 6490784]
[paragraph, [220.0, 263.0, 250.0, 36.0], vEFGzgj5kI, 6490784]
[paragraph, [712.0, 339.0, 577.0, 36.0], 892rwJHiCu, 6490784]
[paragraph, [712.0, 375.0, 577.0, 36.0], 892rwJHiCu, 6490784]
[paragraph, [712.0, 411.0, 577.0, 36.0], 892rwJHiCu, 6490784]
[paragraph, [712.0, 447.0, 577.0, 36.0], 892rwJHiCu, 6490784]
[paragraph, [712.0, 483.0, 577.0, 36.0], 892rwJHiCu, 6490784]
[headline, [1407.0, 357.0, 484.0, 37.5], LtJ3TeqayY, 6490784]
[headline, [1407.0, 394.5, 484.0, 37.5], LtJ3TeqayY, 6490784]
[headline, [1407.0, 432.0, 484.0, 37.5], LtJ3TeqayY, 6490784]
[headline, [1407.0, 469.5, 484.0, 37.5], LtJ3TeqayY, 6490784]
[headline, [1407.0, 507.0, 484.0, 37.5], LtJ3TeqayY, 6490784]
[section-title, [225.0, 374.0, 332.0, 49.5], JGDLoNjb-c, 6490784]
[section-title, [225.0, 423.5, 332.0, 49.5], JGDLoNjb-c, 6490784]
[paragraph, [232.0, 487.0, 394.0, 36.0], 4Vkop_syAK, 6490784]
[paragraph, [232.0, 523.0, 394.0, 36.0], 4Vkop_syAK, 6490784]
[paragraph, [232.0, 559.0, 394.0, 36.0], 4Vkop_syAK, 6490784]
[paragraph, [232.0, 595.0, 394.0, 36.0], 4Vkop_syAK, 6490784]
[paragraph, [232.0, 631.0, 394.0, 36.0], 4Vkop_syAK, 6490784]
[paragraph, [232.0, 667.0, 394.0, 36.0], 4Vkop_syAK, 6490784]
[paragraph, [232.0, 703.0, 394.0, 36.0], 4Vkop_syAK, 6490784]
[paragraph, [1469.0, 577.0, 377.0, 36.0], X9F5i-vkXB, 6490784]
[paragraph, [1469.0, 613.0, 377.0, 36.0], X9F5i-vkXB, 6490784]
[paragraph, [1469.0, 649.0, 377.0, 36.0], X9F5i-vkXB, 6490784]
[section-title, [233.0, 730.0, 274.0, 49.5], UehSK4CRHk, 6490784]
[paragraph, [231.0, 829.0, 373.0, 36.0], eXQe_VcX_5, 6490784]
[paragraph, [231.0, 865.0, 373.0, 36.0], eXQe_VcX_5, 6490784]
[paragraph, [231.0, 901.0, 373.0, 36.0], eXQe_VcX_5, 6490784]
[paragraph, [231.0, 937.0, 373.0, 36.0], eXQe_VcX_5, 6490784]
[paragraph, [231.0, 973.0, 373.0, 36.0], eXQe_VcX_5, 6490784]
[paragraph, [231.0, 1009.0, 373.0, 36.0], eXQe_VcX_5, 6490784]
[paragraph, [231.0, 1045.0, 373.0, 36.0], eXQe_VcX_5, 6490784]
[section-title, [230.0, 1102.0, 254.0, 49.5], lOLYT9fizn, 6490784]
[section-title, [230.0, 1151.5, 254.0, 49.5], lOLYT9fizn, 6490784]
[paragraph, [737.0, 1176.0, 527.0, 36.0], vFBmNH4sxV, 6490784]
[paragraph, [235.0, 1202.0, 402.0, 36.0], NF_9l-bHRt, 6490784]
[paragraph, [235.0, 1238.0, 402.0, 36.0], NF_9l-bHRt, 6490784]
[paragraph, [235.0, 1274.0, 402.0, 36.0], NF_9l-bHRt, 6490784]
[paragraph, [235.0, 1310.0, 402.0, 36.0], NF_9l-bHRt, 6490784]
[paragraph, [235.0, 1346.0, 402.0, 36.0], NF_9l-bHRt, 6490784]
[paragraph, [235.0, 1382.0, 402.0, 36.0], NF_9l-bHRt, 6490784]
[paragraph, [235.0, 1418.0, 402.0, 36.0], NF_9l-bHRt, 6490784]
[paragraph, [235.0, 1454.0, 402.0, 36.0], NF_9l-bHRt, 6490784]
[website-link, [770.0, 1244.0, 479.0, 18.0], bqmv-jqquH, 6490784]
[website-link, [770.0, 1262.0, 479.0, 18.0], bqmv-jqquH, 6490784]
[website-link, [770.0, 1280.0, 479.0, 18.0], bqmv-jqquH, 6490784]
[contact-info, [817.0, 1316.0, 354.0, 36.0], scT7PYwV2W, 6490784]
