[1754, 1241]
[folio, [167.0, 72.0, 907.0, 36.0], RIJ14bVUNM, 6476472]
[folio, [167.0, 108.0, 907.0, 36.0], RIJ14bVUNM, 6476472]
[ordered-list, [216.0, 178.0, 864.0, 36.0], sq3CdswdG5, 6476472]
[ordered-list, [181.0, 237.0, 897.0, 36.0], 2Kg0LZFTTl, 6476472]
[ordered-list, [181.0, 273.0, 897.0, 36.0], 2Kg0LZFTTl, 6476472]
[ordered-list, [181.0, 309.0, 897.0, 36.0], 2Kg0LZFTTl, 6476472]
[ordered-list, [181.0, 345.0, 897.0, 36.0], 2Kg0LZFTTl, 6476472]
[ordered-list, [181.0, 381.0, 897.0, 36.0], 2Kg0LZFTTl, 6476472]
[sub-ordered-list, [218.0, 292.0, 509.0, 36.0], nOgBovwvT1, 6476472]
[sub-ordered-list, [218.0, 328.0, 509.0, 36.0], nOgBovwvT1, 6476472]
[sub-ordered-list, [218.0, 364.0, 509.0, 36.0], nOgBovwvT1, 6476472]
[ordered-list, [134.0, 478.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 514.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 550.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 586.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 622.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 658.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 694.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 730.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 766.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 802.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 838.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 874.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 910.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 946.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 982.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1018.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1054.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1090.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1126.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1162.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1198.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1234.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1270.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1306.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1342.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1378.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1414.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1450.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1486.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1522.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[ordered-list, [134.0, 1558.0, 988.0, 36.0], OFhkbIY7K5, 6476472]
[sub-ordered-list, [178.0, 506.0, 917.0, 36.0], shoonya_1s4RS446FT8F40, 6476472]
[sub-ordered-list, [178.0, 542.0, 917.0, 36.0], shoonya_1s4RS446FT8F40, 6476472]
[sub-ordered-list, [178.0, 578.0, 917.0, 36.0], shoonya_1s4RS446FT8F40, 6476472]
[sub-ordered-list, [178.0, 614.0, 917.0, 36.0], shoonya_1s4RS446FT8F40, 6476472]
[sub-ordered-list, [178.0, 650.0, 917.0, 36.0], shoonya_1s4RS446FT8F40, 6476472]
[sub-ordered-list, [178.0, 686.0, 917.0, 36.0], shoonya_1s4RS446FT8F40, 6476472]
[sub-ordered-list, [178.0, 722.0, 917.0, 36.0], shoonya_1s4RS446FT8F40, 6476472]
[sub-ordered-list, [178.0, 758.0, 917.0, 36.0], shoonya_1s4RS446FT8F40, 6476472]
[sub-ordered-list, [181.0, 878.0, 924.0, 36.0], XT8WitwOlc, 6476472]
[sub-ordered-list, [181.0, 914.0, 924.0, 36.0], XT8WitwOlc, 6476472]
[sub-ordered-list, [181.0, 950.0, 924.0, 36.0], XT8WitwOlc, 6476472]
[sub-ordered-list, [181.0, 986.0, 924.0, 36.0], XT8WitwOlc, 6476472]
[sub-ordered-list, [181.0, 1022.0, 924.0, 36.0], XT8WitwOlc, 6476472]
[sub-ordered-list, [181.0, 1058.0, 924.0, 36.0], XT8WitwOlc, 6476472]
[sub-ordered-list, [181.0, 1094.0, 924.0, 36.0], XT8WitwOlc, 6476472]
[subsub-ordered-list, [221.0, 994.0, 388.0, 18.0], aLxUVCq70b, 6476472]
[subsub-ordered-list, [221.0, 1012.0, 388.0, 18.0], aLxUVCq70b, 6476472]
[subsub-ordered-list, [221.0, 1030.0, 388.0, 18.0], aLxUVCq70b, 6476472]
[subsub-ordered-list, [221.0, 1048.0, 388.0, 18.0], aLxUVCq70b, 6476472]
[subsub-ordered-list, [221.0, 1066.0, 388.0, 18.0], aLxUVCq70b, 6476472]
[subsub-ordered-list, [221.0, 1084.0, 388.0, 18.0], aLxUVCq70b, 6476472]
[sub-ordered-list, [179.0, 1197.0, 918.0, 36.0], YI4RD_9AMM, 6476472]
[sub-ordered-list, [179.0, 1233.0, 918.0, 36.0], YI4RD_9AMM, 6476472]
[sub-ordered-list, [179.0, 1269.0, 918.0, 36.0], YI4RD_9AMM, 6476472]
[sub-ordered-list, [179.0, 1305.0, 918.0, 36.0], YI4RD_9AMM, 6476472]
[sub-ordered-list, [179.0, 1341.0, 918.0, 36.0], YI4RD_9AMM, 6476472]
[sub-ordered-list, [179.0, 1377.0, 918.0, 36.0], YI4RD_9AMM, 6476472]
[sub-ordered-list, [179.0, 1413.0, 918.0, 36.0], YI4RD_9AMM, 6476472]
[sub-ordered-list, [179.0, 1449.0, 918.0, 36.0], YI4RD_9AMM, 6476472]
