[1034, 680]
[folio, [227.0, 69.0, 234.0, 18.0], fboTQfQ_79, 5740209]
[folio, [227.0, 87.0, 234.0, 18.0], fboTQfQ_79, 5740209]
[paragraph, [48.0, 127.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 145.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 163.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 181.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 199.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 217.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 235.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 253.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 271.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 289.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 307.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 325.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 343.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 361.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 379.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 397.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [48.0, 415.0, 559.0, 18.0], 86lasMKhoH, 5740209]
[paragraph, [62.0, 450.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 468.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 486.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 504.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 522.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 540.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 558.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 576.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 594.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 612.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 630.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 648.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 666.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [62.0, 684.0, 552.0, 18.0], 4LXWXEuWEA, 5740209]
[paragraph, [68.0, 716.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 734.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 752.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 770.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 788.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 806.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 824.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 842.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 860.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 878.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 896.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 914.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 932.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
[paragraph, [68.0, 950.0, 542.0, 18.0], shoonya_0sYFC88PQ2V58K, 5740209]
