[1875, 1200]
[folio, [167.0, 205.0, 680.0, 36.0], shoonya_0sUFOPDDEVYPKL, 5711025]
[paragraph, [134.0, 265.0, 876.0, 36.0], shoonya_2sWM1TYKIV4FFA, 5711025]
[paragraph, [134.0, 301.0, 876.0, 36.0], shoonya_2sWM1TYKIV4FFA, 5711025]
[paragraph, [134.0, 337.0, 876.0, 36.0], shoonya_2sWM1TYKIV4FFA, 5711025]
[paragraph, [134.0, 373.0, 876.0, 36.0], shoonya_2sWM1TYKIV4FFA, 5711025]
[paragraph, [134.0, 409.0, 876.0, 36.0], shoonya_2sWM1TYKIV4FFA, 5711025]
[paragraph, [134.0, 445.0, 876.0, 36.0], shoonya_2sWM1TYKIV4FFA, 5711025]
[paragraph, [134.0, 481.0, 876.0, 36.0], shoonya_2sWM1TYKIV4FFA, 5711025]
[paragraph, [134.0, 517.0, 876.0, 36.0], shoonya_2sWM1TYKIV4FFA, 5711025]
[paragraph, [134.0, 580.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 616.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 652.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 688.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 724.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 760.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 796.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 832.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 868.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 904.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 940.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 976.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1012.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1048.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1084.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1120.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1156.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1192.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1228.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1264.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1300.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [134.0, 1336.0, 869.0, 36.0], FmWy5dttqh, 5711025]
[paragraph, [133.0, 1390.0, 868.0, 36.0], CjC9GfWgVE, 5711025]
[paragraph, [133.0, 1426.0, 868.0, 36.0], CjC9GfWgVE, 5711025]
[paragraph, [133.0, 1462.0, 868.0, 36.0], CjC9GfWgVE, 5711025]
[paragraph, [133.0, 1498.0, 868.0, 36.0], CjC9GfWgVE, 5711025]
[paragraph, [133.0, 1534.0, 868.0, 36.0], CjC9GfWgVE, 5711025]
[paragraph, [133.0, 1570.0, 868.0, 36.0], CjC9GfWgVE, 5711025]
