[1650, 1275]
[section-title, [101.0, 688.0, 280.0, 49.5], bX67w7GDPK, 6470190]
[paragraph, [106.0, 810.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 846.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 882.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 918.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 954.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 990.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1026.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1062.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1098.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1134.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1170.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1206.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1242.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1278.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1314.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1350.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
[paragraph, [106.0, 1386.0, 803.0, 36.0], shoonya_0sFQEL0JR94LKG, 6470190]
