[1362, 827]
[folio, [582.0, 70.0, 113.0, 18.0], Am_muxf1DD, 5782523]
[folio, [582.0, 88.0, 113.0, 18.0], Am_muxf1DD, 5782523]
[index, [80.0, 162.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 180.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 198.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 216.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 234.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 252.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 270.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 288.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 306.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 324.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 342.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 360.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 378.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 396.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 414.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 432.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 450.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 468.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 486.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 504.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 522.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 540.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 558.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 576.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 594.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 612.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 630.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 648.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 666.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 684.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 702.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 720.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 738.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 756.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 774.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 792.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 810.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 828.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 846.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 864.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 882.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 900.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 918.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 936.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 954.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 972.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 990.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 1008.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 1026.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
[index, [80.0, 1044.0, 585.0, 18.0], shoonya_0s94DN0PFMGXEZ, 5782523]
