[1447, 1063]
[folio, [426.0, 54.0, 211.0, 18.0], shoonya_8s58Y9DAAG2TQO, 5762604]
[paragraph, [90.0, 94.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 112.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 130.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 148.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 166.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 184.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 202.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 220.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 238.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [90.0, 256.0, 437.0, 18.0], shoonya_7sKLAQOUQYHXG4, 5762604]
[paragraph, [534.0, 95.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 113.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 131.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 149.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 167.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 185.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 203.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 221.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 239.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 257.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 275.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 293.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 311.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 329.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 347.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [534.0, 365.0, 434.0, 18.0], Nz27ErSP6o, 5762604]
[paragraph, [92.0, 279.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 297.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 315.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 333.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 351.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 369.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 387.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 405.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 423.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 441.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 459.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 477.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 495.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 513.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 531.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 549.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 567.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 585.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 603.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 621.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 639.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 657.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 675.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 693.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 711.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 729.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 747.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 765.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 783.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 801.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 819.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 837.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 855.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [92.0, 873.0, 434.0, 18.0], shoonya_3s3Q3O85RQK4ZA, 5762604]
[paragraph, [535.0, 397.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 415.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 433.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 451.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 469.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 487.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 505.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 523.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 541.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 559.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 577.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 595.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 613.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 631.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 649.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 667.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 685.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 703.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 721.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
[paragraph, [535.0, 739.0, 435.0, 18.0], shoonya_4sV1Q5X6YKTHJP, 5762604]
