[1818, 1374]
[folio, [461.0, 128.0, 444.0, 36.0], shoonya_3s3LOKK0Q2RUZC, 5681996]
[paragraph, [107.0, 199.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 235.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 271.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 307.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 343.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 379.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 415.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 451.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 487.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 523.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 559.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 595.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 631.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 667.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 703.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 739.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 775.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 811.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 847.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 883.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 919.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 955.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 991.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 1027.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 1063.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 1099.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 1135.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [107.0, 1171.0, 576.0, 36.0], shoonya_4s1N4EF92EXQ4O, 5681996]
[paragraph, [694.0, 200.0, 570.0, 36.0], shoonya_7sVCJV9RD78DU4, 5681996]
[paragraph, [694.0, 236.0, 570.0, 36.0], shoonya_7sVCJV9RD78DU4, 5681996]
[paragraph, [694.0, 272.0, 570.0, 36.0], shoonya_7sVCJV9RD78DU4, 5681996]
[paragraph, [692.0, 329.0, 571.0, 36.0], shoonya_6sO7IZ7MB2P3LP, 5681996]
[paragraph, [692.0, 365.0, 571.0, 36.0], shoonya_6sO7IZ7MB2P3LP, 5681996]
[paragraph, [692.0, 417.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 453.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 489.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 525.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 561.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 597.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 633.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 669.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 705.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [692.0, 741.0, 570.0, 36.0], shoonya_5sOR0X5AH7DMTT, 5681996]
[paragraph, [720.0, 794.0, 276.0, 36.0], 9rXD9xDp54, 5681996]
[paragraph, [702.0, 921.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 957.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 993.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 1029.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 1065.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 1101.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 1137.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 1173.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 1209.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 1245.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [702.0, 1281.0, 560.0, 36.0], shoonya_0s4WK5L76L8HQQ, 5681996]
[paragraph, [132.0, 1211.0, 434.0, 36.0], shoonya_9s2AHKWN4HOUL9, 5681996]
[paragraph, [110.0, 1256.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1292.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1328.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1364.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1400.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1436.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1472.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1508.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1544.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1580.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1616.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [110.0, 1652.0, 568.0, 36.0], shoonya_8sWFPQ666Z2KA4, 5681996]
[paragraph, [703.0, 1340.0, 560.0, 36.0], shoonya_2sG4ZHTTIWDVMN, 5681996]
[paragraph, [703.0, 1376.0, 560.0, 36.0], shoonya_2sG4ZHTTIWDVMN, 5681996]
[paragraph, [705.0, 1425.0, 559.0, 36.0], 6KTBkaZ0SS, 5681996]
[paragraph, [705.0, 1461.0, 559.0, 36.0], 6KTBkaZ0SS, 5681996]
[paragraph, [705.0, 1497.0, 559.0, 36.0], 6KTBkaZ0SS, 5681996]
[paragraph, [705.0, 1533.0, 559.0, 36.0], 6KTBkaZ0SS, 5681996]
[paragraph, [705.0, 1569.0, 559.0, 36.0], 6KTBkaZ0SS, 5681996]
[paragraph, [705.0, 1605.0, 559.0, 36.0], 6KTBkaZ0SS, 5681996]
[paragraph, [705.0, 1641.0, 559.0, 36.0], 6KTBkaZ0SS, 5681996]
[paragraph, [705.0, 1677.0, 559.0, 36.0], 6KTBkaZ0SS, 5681996]
