[2339, 1653]
[paragraph, [325.0, 162.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 198.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 234.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 270.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 306.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 342.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 378.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 414.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 450.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 486.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 522.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 558.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 594.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 630.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 666.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 702.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 738.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 774.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [325.0, 810.0, 1136.0, 36.0], shoonya_0sSG6TZPCL52AP, 5733957]
[paragraph, [322.0, 880.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 916.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 952.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 988.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1024.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1060.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1096.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1132.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1168.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1204.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1240.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1276.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1312.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1348.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1384.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1420.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1456.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1492.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1528.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1564.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1600.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1636.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1672.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1708.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1744.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1780.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1816.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1852.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
[paragraph, [322.0, 1888.0, 1141.0, 36.0], shoonya_1sCS8VEDWNTH4O, 5733957]
