[3509, 2480]
[section-title, [360.0, 390.0, 722.0, 93.0], shoonya_2sYQQBTG25T4YO, 5724362]
[paragraph, [365.0, 537.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 589.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 642.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 694.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 747.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 799.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 852.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 904.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 957.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1009.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1062.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1114.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1167.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1219.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1272.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1324.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1377.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1429.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1482.0, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[paragraph, [365.0, 1534.5, 1765.0, 52.5], shoonya_5sKZ870A4T3MYR, 5724362]
[sub-section-title, [366.0, 1679.0, 578.0, 73.5], shoonya_0sI7QQQLDZMHS3, 5724362]
[paragraph, [358.0, 1816.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 1868.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 1921.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 1973.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2026.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2078.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2131.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2183.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2236.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2288.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2341.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2393.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2446.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2498.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2551.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2603.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2656.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2708.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2761.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2813.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2866.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2918.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 2971.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 3023.5, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
[paragraph, [358.0, 3076.0, 1775.0, 52.5], shoonya_4s8F9O8WTFOIW1, 5724362]
