[2278, 1778]
[section-title, [184.0, 162.0, 802.0, 52.5], 0Gk5DnRrKi, 5758056]
[paragraph, [537.0, 284.0, 849.0, 36.0], shoonya_6sMRMDALIAHXL9, 5758056]
[paragraph, [537.0, 320.0, 849.0, 36.0], shoonya_6sMRMDALIAHXL9, 5758056]
[sub-section-title, [264.0, 286.0, 267.0, 55.5], L1N6IKqlgE, 5758056]
[sub-section-title, [266.0, 387.0, 430.0, 55.5], umQM7vswtJ, 5758056]
[paragraph, [703.0, 389.0, 674.0, 36.0], El__80tKEm, 5758056]
[paragraph, [231.0, 483.0, 1392.0, 36.0], shoonya_0sEH0TFYC0KHPW, 5758056]
[paragraph, [231.0, 519.0, 1392.0, 36.0], shoonya_0sEH0TFYC0KHPW, 5758056]
[paragraph, [231.0, 555.0, 1392.0, 36.0], shoonya_0sEH0TFYC0KHPW, 5758056]
[paragraph, [231.0, 591.0, 1392.0, 36.0], shoonya_0sEH0TFYC0KHPW, 5758056]
[paragraph, [231.0, 627.0, 1392.0, 36.0], shoonya_0sEH0TFYC0KHPW, 5758056]
[paragraph, [231.0, 663.0, 1392.0, 36.0], shoonya_0sEH0TFYC0KHPW, 5758056]
[paragraph, [231.0, 699.0, 1392.0, 36.0], shoonya_0sEH0TFYC0KHPW, 5758056]
[paragraph, [230.0, 767.0, 1393.0, 36.0], shoonya_1sCFS35YE4JGYD, 5758056]
[paragraph, [230.0, 803.0, 1393.0, 36.0], shoonya_1sCFS35YE4JGYD, 5758056]
[paragraph, [230.0, 839.0, 1393.0, 36.0], shoonya_1sCFS35YE4JGYD, 5758056]
[paragraph, [230.0, 875.0, 1393.0, 36.0], shoonya_1sCFS35YE4JGYD, 5758056]
[paragraph, [230.0, 911.0, 1393.0, 36.0], shoonya_1sCFS35YE4JGYD, 5758056]
[section-title, [182.0, 1549.0, 757.0, 52.5], KXpjyvFm0G, 5758056]
[sub-section-title, [264.0, 1668.0, 261.0, 55.5], 5tmgmosBal, 5758056]
[paragraph, [530.0, 1673.0, 862.0, 36.0], uIQUqw2jGX, 5758056]
[paragraph, [530.0, 1709.0, 862.0, 36.0], uIQUqw2jGX, 5758056]
[sub-section-title, [260.0, 1771.0, 449.0, 55.5], uv1u5E7bYa, 5758056]
[paragraph, [707.0, 1776.0, 657.0, 36.0], tFUKbq8P6S, 5758056]
[paragraph, [250.0, 1866.0, 1368.0, 36.0], shoonya_2s4HWCBZTIGQ3L, 5758056]
[paragraph, [250.0, 1902.0, 1368.0, 36.0], shoonya_2s4HWCBZTIGQ3L, 5758056]
[paragraph, [250.0, 1938.0, 1368.0, 36.0], shoonya_2s4HWCBZTIGQ3L, 5758056]
[paragraph, [250.0, 1974.0, 1368.0, 36.0], shoonya_2s4HWCBZTIGQ3L, 5758056]
[paragraph, [250.0, 2010.0, 1368.0, 36.0], shoonya_2s4HWCBZTIGQ3L, 5758056]
[paragraph, [250.0, 2046.0, 1368.0, 36.0], shoonya_2s4HWCBZTIGQ3L, 5758056]
[folio, [875.0, 2153.0, 109.0, 36.0], pjt_9magmt, 5758056]
