[2339, 1653]
[paragraph, [223.0, 195.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 231.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 267.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 303.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 339.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 375.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 411.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 447.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 483.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 519.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 555.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 591.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 627.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 663.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 699.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 735.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 771.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 807.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 843.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 879.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 915.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 951.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 987.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 1023.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 1059.0, 1204.0, 36.0], shoonya_2sJYRRDDTEKLUE, 5686539]
[paragraph, [223.0, 1141.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1177.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1213.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1249.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1285.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1321.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1357.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1393.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1429.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1465.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1501.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [223.0, 1537.0, 1210.0, 36.0], shoonya_0sFAR0OAKT82UQ, 5686539]
[paragraph, [221.0, 1611.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1647.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1683.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1719.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1755.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1791.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1827.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1863.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1899.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1935.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 1971.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 2007.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 2043.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
[paragraph, [221.0, 2079.0, 1218.0, 36.0], shoonya_1sBOWIV7G34CRG, 5686539]
