[1818, 1374]
[folio, [485.0, 126.0, 410.0, 36.0], shoonya_0sTOIWBGH352CH, 5683154]
[paragraph, [692.0, 199.0, 568.0, 36.0], 0FrmYqLgEF, 5683154]
[paragraph, [692.0, 235.0, 568.0, 36.0], 0FrmYqLgEF, 5683154]
[paragraph, [692.0, 271.0, 568.0, 36.0], 0FrmYqLgEF, 5683154]
[paragraph, [113.0, 201.0, 553.0, 36.0], JJGu2L1wor, 5683154]
[paragraph, [113.0, 237.0, 553.0, 36.0], JJGu2L1wor, 5683154]
[paragraph, [113.0, 283.0, 555.0, 36.0], nL78hM4KhP, 5683154]
[paragraph, [113.0, 319.0, 555.0, 36.0], nL78hM4KhP, 5683154]
[paragraph, [113.0, 355.0, 555.0, 36.0], nL78hM4KhP, 5683154]
[paragraph, [113.0, 391.0, 555.0, 36.0], nL78hM4KhP, 5683154]
[paragraph, [113.0, 427.0, 555.0, 36.0], nL78hM4KhP, 5683154]
[paragraph, [113.0, 463.0, 555.0, 36.0], nL78hM4KhP, 5683154]
[paragraph, [113.0, 499.0, 555.0, 36.0], nL78hM4KhP, 5683154]
[paragraph, [113.0, 535.0, 555.0, 36.0], nL78hM4KhP, 5683154]
[paragraph, [731.0, 326.0, 468.0, 36.0], n69smO3Ore, 5683154]
[paragraph, [699.0, 369.0, 565.0, 36.0], r6TE9H_98L, 5683154]
[paragraph, [699.0, 405.0, 565.0, 36.0], r6TE9H_98L, 5683154]
[paragraph, [699.0, 441.0, 565.0, 36.0], r6TE9H_98L, 5683154]
[paragraph, [702.0, 580.0, 561.0, 36.0], FhWcJZFkxE, 5683154]
[paragraph, [702.0, 616.0, 561.0, 36.0], FhWcJZFkxE, 5683154]
[paragraph, [702.0, 652.0, 561.0, 36.0], FhWcJZFkxE, 5683154]
[paragraph, [115.0, 582.0, 556.0, 36.0], xoYsXLVAOl, 5683154]
[paragraph, [115.0, 618.0, 556.0, 36.0], xoYsXLVAOl, 5683154]
[paragraph, [116.0, 667.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 703.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 739.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 775.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 811.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 847.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 883.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 919.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 955.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 991.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 1027.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 1063.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [116.0, 1099.0, 558.0, 36.0], dPhb1bqF0c, 5683154]
[paragraph, [733.0, 706.0, 303.0, 36.0], PbOhvVUxld, 5683154]
[paragraph, [698.0, 752.0, 564.0, 36.0], shoonya_3sCNDI7TDBMKUS, 5683154]
[paragraph, [698.0, 788.0, 564.0, 36.0], shoonya_3sCNDI7TDBMKUS, 5683154]
[paragraph, [698.0, 824.0, 564.0, 36.0], shoonya_3sCNDI7TDBMKUS, 5683154]
[paragraph, [698.0, 860.0, 564.0, 36.0], shoonya_3sCNDI7TDBMKUS, 5683154]
[paragraph, [698.0, 896.0, 564.0, 36.0], shoonya_3sCNDI7TDBMKUS, 5683154]
[paragraph, [700.0, 1005.0, 566.0, 36.0], -qPQqAwhQP, 5683154]
[paragraph, [700.0, 1041.0, 566.0, 36.0], -qPQqAwhQP, 5683154]
[paragraph, [700.0, 1077.0, 566.0, 36.0], -qPQqAwhQP, 5683154]
[paragraph, [701.0, 1127.0, 561.0, 36.0], shoonya_1sNAJ07UBF3J70, 5683154]
[paragraph, [701.0, 1163.0, 561.0, 36.0], shoonya_1sNAJ07UBF3J70, 5683154]
[paragraph, [701.0, 1199.0, 561.0, 36.0], shoonya_1sNAJ07UBF3J70, 5683154]
[paragraph, [701.0, 1235.0, 561.0, 36.0], shoonya_1sNAJ07UBF3J70, 5683154]
[paragraph, [701.0, 1271.0, 561.0, 36.0], shoonya_1sNAJ07UBF3J70, 5683154]
[paragraph, [701.0, 1307.0, 561.0, 36.0], shoonya_1sNAJ07UBF3J70, 5683154]
[paragraph, [701.0, 1343.0, 561.0, 36.0], shoonya_1sNAJ07UBF3J70, 5683154]
[paragraph, [115.0, 1171.0, 561.0, 36.0], ZEAim_37va, 5683154]
[paragraph, [115.0, 1207.0, 561.0, 36.0], ZEAim_37va, 5683154]
[paragraph, [115.0, 1243.0, 561.0, 36.0], ZEAim_37va, 5683154]
[paragraph, [115.0, 1279.0, 561.0, 36.0], ZEAim_37va, 5683154]
[paragraph, [113.0, 1341.0, 566.0, 36.0], o_MCIAPOjq, 5683154]
[paragraph, [113.0, 1377.0, 566.0, 36.0], o_MCIAPOjq, 5683154]
[paragraph, [113.0, 1413.0, 566.0, 36.0], o_MCIAPOjq, 5683154]
[paragraph, [113.0, 1449.0, 566.0, 36.0], o_MCIAPOjq, 5683154]
[paragraph, [113.0, 1485.0, 566.0, 36.0], o_MCIAPOjq, 5683154]
[paragraph, [699.0, 1383.0, 563.0, 36.0], SsLRvbnco0, 5683154]
[paragraph, [699.0, 1419.0, 563.0, 36.0], SsLRvbnco0, 5683154]
