[2339, 1654]
[paragraph, [189.0, 244.0, 1275.0, 36.0], shoonya_0sZND2IHDNTO7N, 5687471]
[paragraph, [189.0, 280.0, 1275.0, 36.0], shoonya_0sZND2IHDNTO7N, 5687471]
[paragraph, [189.0, 316.0, 1275.0, 36.0], shoonya_0sZND2IHDNTO7N, 5687471]
[paragraph, [189.0, 352.0, 1275.0, 36.0], shoonya_0sZND2IHDNTO7N, 5687471]
[paragraph, [180.0, 466.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 502.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 538.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 574.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 610.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 646.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 682.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 718.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 754.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 790.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 826.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 862.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 898.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 934.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 970.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 1006.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 1042.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 1078.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 1114.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 1150.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 1186.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 1222.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [180.0, 1258.0, 1277.0, 36.0], shoonya_1s3KME3I1CT74G, 5687471]
[paragraph, [188.0, 1365.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[paragraph, [188.0, 1401.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[paragraph, [188.0, 1437.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[paragraph, [188.0, 1473.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[paragraph, [188.0, 1509.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[paragraph, [188.0, 1545.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[paragraph, [188.0, 1581.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[paragraph, [188.0, 1617.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[paragraph, [188.0, 1653.0, 1274.0, 36.0], shoonya_2sPQRKI9YHHUKA, 5687471]
[section-title, [181.0, 1784.0, 593.0, 52.5], shoonya_3sF4H1SVKZ60DS, 5687471]
[paragraph, [186.0, 1904.0, 1274.0, 36.0], shoonya_4sGEOHVZ970KCO, 5687471]
[paragraph, [186.0, 1940.0, 1274.0, 36.0], shoonya_4sGEOHVZ970KCO, 5687471]
[paragraph, [186.0, 1976.0, 1274.0, 36.0], shoonya_4sGEOHVZ970KCO, 5687471]
[paragraph, [186.0, 2012.0, 1274.0, 36.0], shoonya_4sGEOHVZ970KCO, 5687471]
