[2339, 1653]
[folio, [1139.0, 328.0, 276.0, 36.0], viBnchYFx0, 5736230]
[folio, [231.0, 332.0, 152.0, 36.0], X1CI4QTpjN, 5736230]
[paragraph, [230.0, 384.0, 586.0, 36.0], shoonya_8sDQHT4VHZ71WJ, 5736230]
[paragraph, [230.0, 420.0, 586.0, 36.0], shoonya_8sDQHT4VHZ71WJ, 5736230]
[paragraph, [230.0, 456.0, 586.0, 36.0], shoonya_8sDQHT4VHZ71WJ, 5736230]
[paragraph, [230.0, 492.0, 586.0, 36.0], shoonya_8sDQHT4VHZ71WJ, 5736230]
[paragraph, [230.0, 528.0, 586.0, 36.0], shoonya_8sDQHT4VHZ71WJ, 5736230]
[paragraph, [835.0, 389.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 425.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 461.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 497.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 533.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 569.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 605.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 641.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 677.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 713.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 749.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 785.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 821.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 857.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 893.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 929.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 965.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 1001.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[paragraph, [835.0, 1037.0, 580.0, 36.0], shoonya_0sJOW6J5V0IJ38, 5736230]
[author, [557.0, 569.0, 257.0, 36.0], -jHAhGTpQh, 5736230]
[paragraph, [243.0, 615.0, 573.0, 36.0], shoonya_9sLKDVEX7ZKA39, 5736230]
[paragraph, [243.0, 651.0, 573.0, 36.0], shoonya_9sLKDVEX7ZKA39, 5736230]
[paragraph, [238.0, 799.0, 156.0, 36.0], shoonya_12s0VL7CVMC0MZ, 5736230]
[paragraph, [490.0, 883.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [490.0, 919.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [490.0, 955.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [490.0, 991.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [490.0, 1027.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [490.0, 1063.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [490.0, 1099.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [490.0, 1135.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [490.0, 1171.0, 327.0, 36.0], shoonya_5sBDEY8JG3H50A, 5736230]
[paragraph, [836.0, 1101.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1137.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1173.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1209.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1245.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1281.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1317.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1353.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1389.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1425.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[paragraph, [836.0, 1461.0, 577.0, 36.0], shoonya_3s7KBMB36UN2FJ, 5736230]
[sidebar, [1450.0, 1104.0, 146.0, 36.0], d27nrFVPVo, 5736230]
[paragraph, [236.0, 1239.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1275.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1311.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1347.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1383.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1419.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1455.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1491.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1527.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1563.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1599.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1635.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1671.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1707.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1743.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1779.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1815.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [236.0, 1851.0, 580.0, 36.0], shoonya_2s4BITX1BKM7V0, 5736230]
[paragraph, [836.0, 1501.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1537.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1573.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1609.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1645.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1681.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1717.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1753.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1789.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1825.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1861.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [836.0, 1897.0, 580.0, 36.0], shoonya_1s0LF1K2GYV197, 5736230]
[paragraph, [268.0, 1901.0, 546.0, 36.0], shoonya_7s5AYCYBFTLUVE, 5736230]
[folio, [241.0, 1967.0, 229.0, 36.0], 3qTwJ-Vbc-, 5736230]
