[872, 605]
[chapter-title, [261.0, 33.0, 79.0, 30.0], shoonya_0s3CFF2L84CPNX, 6457365]
[folio, [449.0, 37.0, 101.0, 18.0], PgA6eCREmS, 6457365]
[paragraph, [301.0, 75.0, 252.0, 18.0], vLPF97MZa6, 6457365]
[paragraph, [301.0, 93.0, 252.0, 18.0], vLPF97MZa6, 6457365]
[paragraph, [49.0, 84.0, 249.0, 18.0], ctw_xdMsC4, 6457365]
[paragraph, [303.0, 115.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 133.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 151.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 169.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 187.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 205.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 223.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 241.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 259.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [303.0, 277.0, 250.0, 18.0], ZcaM7VQLFa, 6457365]
[paragraph, [49.0, 139.0, 245.0, 18.0], Xdd6-Z4RZH, 6457365]
[paragraph, [49.0, 157.0, 245.0, 18.0], Xdd6-Z4RZH, 6457365]
[paragraph, [50.0, 188.0, 249.0, 18.0], HkwW_jev3h, 6457365]
[paragraph, [50.0, 206.0, 249.0, 18.0], HkwW_jev3h, 6457365]
[paragraph, [51.0, 243.0, 249.0, 18.0], PWcH0qzlgz, 6457365]
[paragraph, [54.0, 262.0, 244.0, 18.0], rwDmk8HN21, 6457365]
[paragraph, [50.0, 299.0, 247.0, 18.0], RqoqGaY4QN, 6457365]
[paragraph, [50.0, 317.0, 247.0, 18.0], RqoqGaY4QN, 6457365]
[paragraph, [50.0, 335.0, 247.0, 18.0], RqoqGaY4QN, 6457365]
[paragraph, [50.0, 353.0, 247.0, 18.0], RqoqGaY4QN, 6457365]
[paragraph, [304.0, 306.0, 225.0, 18.0], tl2zUX0Ffl, 6457365]
[paragraph, [303.0, 332.0, 247.0, 18.0], QPrvN0MOAI, 6457365]
[paragraph, [303.0, 350.0, 247.0, 18.0], QPrvN0MOAI, 6457365]
[paragraph, [303.0, 368.0, 247.0, 18.0], QPrvN0MOAI, 6457365]
[paragraph, [303.0, 386.0, 247.0, 18.0], QPrvN0MOAI, 6457365]
[paragraph, [51.0, 373.0, 247.0, 18.0], toUD-5J1CV, 6457365]
[paragraph, [52.0, 408.0, 246.0, 18.0], 3CpAu4QFYJ, 6457365]
[paragraph, [52.0, 426.0, 246.0, 18.0], 3CpAu4QFYJ, 6457365]
[paragraph, [52.0, 444.0, 246.0, 18.0], 3CpAu4QFYJ, 6457365]
[paragraph, [304.0, 416.0, 249.0, 18.0], cTmVkVGOzq, 6457365]
[paragraph, [304.0, 434.0, 249.0, 18.0], cTmVkVGOzq, 6457365]
[paragraph, [304.0, 452.0, 249.0, 18.0], cTmVkVGOzq, 6457365]
[paragraph, [304.0, 473.0, 246.0, 18.0], msuQS7d6a2, 6457365]
[paragraph, [50.0, 478.0, 249.0, 18.0], CrkQRqVV-P, 6457365]
[paragraph, [50.0, 496.0, 249.0, 18.0], CrkQRqVV-P, 6457365]
[paragraph, [305.0, 491.0, 228.0, 18.0], c_qTBUdaUl, 6457365]
[paragraph, [306.0, 516.0, 250.0, 18.0], YWlO4gWh1z, 6457365]
[paragraph, [306.0, 534.0, 250.0, 18.0], YWlO4gWh1z, 6457365]
[paragraph, [306.0, 552.0, 250.0, 18.0], YWlO4gWh1z, 6457365]
[paragraph, [306.0, 570.0, 250.0, 18.0], YWlO4gWh1z, 6457365]
[paragraph, [306.0, 588.0, 250.0, 18.0], YWlO4gWh1z, 6457365]
[paragraph, [49.0, 534.0, 220.0, 18.0], I3Lnotscr-, 6457365]
[paragraph, [50.0, 552.0, 248.0, 18.0], hTPlnXLzOl, 6457365]
[paragraph, [50.0, 572.0, 249.0, 18.0], XIDo0AjRTs, 6457365]
[paragraph, [53.0, 607.0, 248.0, 18.0], i29wLkpLrg, 6457365]
[paragraph, [53.0, 625.0, 248.0, 18.0], i29wLkpLrg, 6457365]
[paragraph, [53.0, 643.0, 248.0, 18.0], i29wLkpLrg, 6457365]
[paragraph, [53.0, 661.0, 248.0, 18.0], i29wLkpLrg, 6457365]
[paragraph, [53.0, 679.0, 248.0, 18.0], i29wLkpLrg, 6457365]
[paragraph, [53.0, 697.0, 248.0, 18.0], i29wLkpLrg, 6457365]
[paragraph, [304.0, 624.0, 250.0, 18.0], Xf5JENVHJH, 6457365]
[paragraph, [304.0, 660.0, 250.0, 18.0], 1fx1_2LtRm, 6457365]
[paragraph, [302.0, 678.0, 213.0, 18.0], r97HAExv0W, 6457365]
[paragraph, [304.0, 702.0, 249.0, 18.0], nbkJmLKIXo, 6457365]
[paragraph, [304.0, 720.0, 249.0, 18.0], nbkJmLKIXo, 6457365]
[paragraph, [52.0, 731.0, 244.0, 18.0], OKC2Pqz1RC, 6457365]
[paragraph, [52.0, 749.0, 244.0, 18.0], OKC2Pqz1RC, 6457365]
[reference, [304.0, 758.0, 246.0, 18.0], 5TzCay1NNW, 6457365]
[reference, [304.0, 776.0, 246.0, 18.0], 5TzCay1NNW, 6457365]
[reference, [304.0, 794.0, 246.0, 18.0], 5TzCay1NNW, 6457365]
[reference, [50.0, 788.0, 245.0, 18.0], 0bS3MLR1jk, 6457365]
[reference, [50.0, 806.0, 245.0, 18.0], 0bS3MLR1jk, 6457365]
