[1754, 1241]
[paragraph, [213.0, 148.0, 892.0, 36.0], EP1VdmHG8z, 6471080]
[paragraph, [213.0, 184.0, 892.0, 36.0], EP1VdmHG8z, 6471080]
[paragraph, [213.0, 220.0, 892.0, 36.0], EP1VdmHG8z, 6471080]
[paragraph, [213.0, 256.0, 892.0, 36.0], EP1VdmHG8z, 6471080]
[paragraph, [213.0, 292.0, 892.0, 36.0], EP1VdmHG8z, 6471080]
[paragraph, [213.0, 328.0, 892.0, 36.0], EP1VdmHG8z, 6471080]
[paragraph, [213.0, 364.0, 892.0, 36.0], EP1VdmHG8z, 6471080]
[paragraph, [213.0, 400.0, 892.0, 36.0], EP1VdmHG8z, 6471080]
[paragraph, [206.0, 472.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 508.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 544.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 580.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 616.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 652.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 688.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 724.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 760.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 796.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 832.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 868.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 904.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 940.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 976.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1012.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1048.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1084.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1120.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1156.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1192.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1228.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1264.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1300.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1336.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1372.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1408.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1444.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1480.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1516.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
[paragraph, [206.0, 1552.0, 893.0, 36.0], shoonya_0sS045WO62Z6WZ, 6471080]
