[872, 605]
[chapter-title, [277.0, 36.0, 75.0, 30.0], N2mJpkaKbZ, 6456806]
[folio, [30.0, 38.0, 94.0, 18.0], 6p006kewZ5, 6456806]
[paragraph, [304.0, 68.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 86.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 104.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 122.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 140.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 158.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 176.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 194.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 212.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 230.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 248.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 266.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 284.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 302.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 320.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 338.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 356.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 374.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 392.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 410.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 428.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 446.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 464.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 482.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 500.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 518.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [304.0, 536.0, 267.0, 18.0], shoonya_1sL6RI7TPAF99G, 6456806]
[paragraph, [36.0, 71.0, 264.0, 18.0], shoonya_2sDBIKW0FVWCFE, 6456806]
[paragraph, [36.0, 89.0, 264.0, 18.0], shoonya_2sDBIKW0FVWCFE, 6456806]
[paragraph, [36.0, 107.0, 264.0, 18.0], shoonya_2sDBIKW0FVWCFE, 6456806]
[paragraph, [36.0, 125.0, 264.0, 18.0], shoonya_2sDBIKW0FVWCFE, 6456806]
[paragraph, [55.0, 146.0, 228.0, 18.0], FwCeiFwLiI, 6456806]
[paragraph, [55.0, 164.0, 228.0, 18.0], FwCeiFwLiI, 6456806]
[paragraph, [55.0, 182.0, 228.0, 18.0], FwCeiFwLiI, 6456806]
[paragraph, [38.0, 221.0, 263.0, 18.0], CBzsdptWu5, 6456806]
[paragraph, [38.0, 239.0, 263.0, 18.0], CBzsdptWu5, 6456806]
[paragraph, [38.0, 257.0, 263.0, 18.0], CBzsdptWu5, 6456806]
[paragraph, [38.0, 275.0, 263.0, 18.0], CBzsdptWu5, 6456806]
[paragraph, [33.0, 300.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 318.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 336.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 354.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 372.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 390.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 408.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 426.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 444.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 462.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 480.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 498.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 516.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 534.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 552.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 570.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 588.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 606.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 624.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 642.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[paragraph, [33.0, 660.0, 268.0, 18.0], shoonya_0sPJ5IKU5OTIS5, 6456806]
[ordered-list, [302.0, 564.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 582.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 600.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 618.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 636.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 654.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 672.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
[ordered-list, [302.0, 690.0, 265.0, 18.0], shoonya_3sXGJAXMZLZDA6, 6456806]
