[1387, 987]
[paragraph, [59.0, 89.0, 855.0, 18.0], shoonya_0sY7MVKYQYBEWO, 5652757]
[paragraph, [59.0, 107.0, 855.0, 18.0], shoonya_0sY7MVKYQYBEWO, 5652757]
[paragraph, [59.0, 125.0, 855.0, 18.0], shoonya_0sY7MVKYQYBEWO, 5652757]
[paragraph, [59.0, 143.0, 855.0, 18.0], shoonya_0sY7MVKYQYBEWO, 5652757]
[paragraph, [59.0, 161.0, 855.0, 18.0], shoonya_0sY7MVKYQYBEWO, 5652757]
[paragraph, [59.0, 179.0, 855.0, 18.0], shoonya_0sY7MVKYQYBEWO, 5652757]
[paragraph, [34.0, 215.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 233.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 251.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 269.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 287.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 305.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 323.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 341.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 359.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 377.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 395.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 413.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 431.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 449.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 467.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 485.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 503.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 521.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 539.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 557.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 575.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [34.0, 593.0, 929.0, 18.0], 2ZQZImXJb8, 5652757]
[paragraph, [29.0, 626.0, 934.0, 18.0], ltmPgW30Fr, 5652757]
[paragraph, [29.0, 644.0, 934.0, 18.0], ltmPgW30Fr, 5652757]
[paragraph, [29.0, 662.0, 934.0, 18.0], ltmPgW30Fr, 5652757]
[paragraph, [29.0, 680.0, 934.0, 18.0], ltmPgW30Fr, 5652757]
[paragraph, [29.0, 698.0, 934.0, 18.0], ltmPgW30Fr, 5652757]
[paragraph, [29.0, 716.0, 934.0, 18.0], ltmPgW30Fr, 5652757]
[paragraph, [29.0, 734.0, 934.0, 18.0], ltmPgW30Fr, 5652757]
[paragraph, [22.0, 755.0, 948.0, 18.0], Og4jHqgyLF, 5652757]
[paragraph, [22.0, 773.0, 948.0, 18.0], Og4jHqgyLF, 5652757]
[paragraph, [22.0, 791.0, 948.0, 18.0], Og4jHqgyLF, 5652757]
[paragraph, [22.0, 809.0, 948.0, 18.0], Og4jHqgyLF, 5652757]
[paragraph, [22.0, 827.0, 948.0, 18.0], Og4jHqgyLF, 5652757]
[paragraph, [22.0, 845.0, 948.0, 18.0], Og4jHqgyLF, 5652757]
[paragraph, [27.0, 875.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 893.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 911.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 929.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 947.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 965.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 983.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1001.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1019.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1037.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1055.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1073.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1091.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1109.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1127.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1145.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1163.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1181.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1199.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1217.0, 941.0, 18.0], JZh4BP56BP, 5652757]
[paragraph, [27.0, 1235.0, 941.0, 18.0], JZh4BP56BP, 5652757]
