[3509, 2482]
[folio, [848.0, 303.0, 513.0, 52.5], qka1qYcnvX, 5691701]
[folio, [848.0, 355.5, 513.0, 52.5], qka1qYcnvX, 5691701]
[paragraph, [190.0, 429.0, 1821.0, 52.5], shoonya_1sC5QI5RVW7DDQ, 5691701]
[paragraph, [190.0, 481.5, 1821.0, 52.5], shoonya_1sC5QI5RVW7DDQ, 5691701]
[paragraph, [190.0, 534.0, 1821.0, 52.5], shoonya_1sC5QI5RVW7DDQ, 5691701]
[paragraph, [194.0, 597.0, 1809.0, 52.5], 0XXmyNqcbD, 5691701]
[paragraph, [194.0, 649.5, 1809.0, 52.5], 0XXmyNqcbD, 5691701]
[paragraph, [194.0, 702.0, 1809.0, 52.5], 0XXmyNqcbD, 5691701]
[paragraph, [194.0, 754.5, 1809.0, 52.5], 0XXmyNqcbD, 5691701]
[paragraph, [194.0, 807.0, 1809.0, 52.5], 0XXmyNqcbD, 5691701]
[paragraph, [194.0, 859.5, 1809.0, 52.5], 0XXmyNqcbD, 5691701]
[paragraph, [194.0, 912.0, 1809.0, 52.5], 0XXmyNqcbD, 5691701]
[paragraph, [283.0, 1035.0, 611.0, 52.5], RI-4_sl_yz, 5691701]
[paragraph, [186.0, 1125.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1177.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1230.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1282.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1335.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1387.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1440.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1492.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1545.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1597.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1650.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1702.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1755.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1807.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1860.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1912.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 1965.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2017.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2070.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2122.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2175.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2227.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2280.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2332.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2385.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2437.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2490.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2542.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2595.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2647.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2700.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2752.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2805.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2857.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2910.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 2962.5, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [186.0, 3015.0, 1826.0, 52.5], shoonya_0s5VS9I1Y3NUR4, 5691701]
[paragraph, [190.0, 3105.0, 1815.0, 52.5], 7Uih4yDV09, 5691701]
[paragraph, [190.0, 3157.5, 1815.0, 52.5], 7Uih4yDV09, 5691701]
[paragraph, [268.0, 3254.0, 305.0, 52.5], bG_Yn-wWpN, 5691701]
