[1253, 878]
[chapter-title, [312.0, 20.0, 319.0, 30.0], shoonya_0s3M7LKSGFBZVG, 5775730]
[paragraph, [152.0, 73.0, 654.0, 18.0], UqA46r1hBu, 5775730]
[paragraph, [152.0, 91.0, 654.0, 18.0], UqA46r1hBu, 5775730]
[paragraph, [152.0, 109.0, 654.0, 18.0], UqA46r1hBu, 5775730]
[paragraph, [152.0, 127.0, 654.0, 18.0], UqA46r1hBu, 5775730]
[paragraph, [154.0, 151.0, 647.0, 18.0], P8bG_dtpfd, 5775730]
[paragraph, [154.0, 169.0, 647.0, 18.0], P8bG_dtpfd, 5775730]
[paragraph, [154.0, 187.0, 647.0, 18.0], P8bG_dtpfd, 5775730]
[paragraph, [154.0, 205.0, 647.0, 18.0], P8bG_dtpfd, 5775730]
[paragraph, [154.0, 223.0, 647.0, 18.0], P8bG_dtpfd, 5775730]
[paragraph, [154.0, 241.0, 647.0, 18.0], P8bG_dtpfd, 5775730]
[paragraph, [154.0, 259.0, 647.0, 18.0], P8bG_dtpfd, 5775730]
[paragraph, [145.0, 280.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 298.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 316.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 334.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 352.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 370.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 388.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 406.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 424.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [145.0, 442.0, 657.0, 18.0], n0CI4sc9ay, 5775730]
[paragraph, [147.0, 480.0, 652.0, 18.0], T20cKB6ynj, 5775730]
[paragraph, [147.0, 498.0, 652.0, 18.0], T20cKB6ynj, 5775730]
[paragraph, [147.0, 516.0, 652.0, 18.0], T20cKB6ynj, 5775730]
[paragraph, [147.0, 534.0, 652.0, 18.0], T20cKB6ynj, 5775730]
[paragraph, [147.0, 552.0, 652.0, 18.0], T20cKB6ynj, 5775730]
[paragraph, [151.0, 581.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 599.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 617.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 635.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 653.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 671.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 689.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 707.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 725.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 743.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 761.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 779.0, 652.0, 18.0], haMftWS9jo, 5775730]
[paragraph, [151.0, 807.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 825.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 843.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 861.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 879.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 897.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 915.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 933.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 951.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [151.0, 969.0, 654.0, 18.0], 9AfrFm-RLW, 5775730]
[paragraph, [150.0, 1005.0, 658.0, 18.0], 7mDUYvO1H8, 5775730]
[paragraph, [150.0, 1023.0, 658.0, 18.0], 7mDUYvO1H8, 5775730]
[paragraph, [147.0, 1055.0, 659.0, 18.0], c0CgkuLif2, 5775730]
[paragraph, [147.0, 1073.0, 659.0, 18.0], c0CgkuLif2, 5775730]
[paragraph, [147.0, 1091.0, 659.0, 18.0], c0CgkuLif2, 5775730]
