[1492, 1000]
[folio, [414.0, 155.0, 204.0, 18.0], shoonya_2sPFCBZYSN58XQ, 5720251]
[paragraph, [151.0, 211.0, 726.0, 18.0], HH8OewVImR, 5720251]
[paragraph, [151.0, 229.0, 726.0, 18.0], HH8OewVImR, 5720251]
[paragraph, [151.0, 247.0, 726.0, 18.0], HH8OewVImR, 5720251]
[paragraph, [151.0, 265.0, 726.0, 18.0], HH8OewVImR, 5720251]
[paragraph, [151.0, 283.0, 726.0, 18.0], HH8OewVImR, 5720251]
[paragraph, [151.0, 301.0, 726.0, 18.0], HH8OewVImR, 5720251]
[paragraph, [151.0, 319.0, 726.0, 18.0], HH8OewVImR, 5720251]
[paragraph, [151.0, 337.0, 726.0, 18.0], HH8OewVImR, 5720251]
[paragraph, [153.0, 364.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 382.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 400.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 418.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 436.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 454.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 472.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 490.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 508.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 526.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 544.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 562.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 580.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 598.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 616.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 634.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 652.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 670.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 688.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 706.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 724.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 742.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 760.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 778.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 796.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [153.0, 814.0, 720.0, 18.0], shoonya_1s6670F97PPXGQ, 5720251]
[paragraph, [149.0, 834.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 852.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 870.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 888.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 906.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 924.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 942.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 960.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 978.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 996.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1014.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1032.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1050.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1068.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1086.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1104.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1122.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1140.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1158.0, 724.0, 18.0], VnReuN629t, 5720251]
[paragraph, [149.0, 1187.0, 729.0, 18.0], T2q9SDX5WY, 5720251]
[paragraph, [149.0, 1205.0, 729.0, 18.0], T2q9SDX5WY, 5720251]
[paragraph, [149.0, 1223.0, 729.0, 18.0], T2q9SDX5WY, 5720251]
[paragraph, [149.0, 1241.0, 729.0, 18.0], T2q9SDX5WY, 5720251]
[paragraph, [149.0, 1259.0, 729.0, 18.0], T2q9SDX5WY, 5720251]
[paragraph, [149.0, 1277.0, 729.0, 18.0], T2q9SDX5WY, 5720251]
[paragraph, [149.0, 1295.0, 729.0, 18.0], T2q9SDX5WY, 5720251]
