[1818, 1374]
[folio, [479.0, 132.0, 410.0, 36.0], J9bqtaIUw1, 5683128]
[paragraph, [699.0, 204.0, 568.0, 36.0], shoonya_5s0D9GPP3KFCTI, 5683128]
[paragraph, [699.0, 240.0, 568.0, 36.0], shoonya_5s0D9GPP3KFCTI, 5683128]
[paragraph, [699.0, 276.0, 568.0, 36.0], shoonya_5s0D9GPP3KFCTI, 5683128]
[paragraph, [699.0, 312.0, 568.0, 36.0], shoonya_5s0D9GPP3KFCTI, 5683128]
[paragraph, [699.0, 348.0, 568.0, 36.0], shoonya_5s0D9GPP3KFCTI, 5683128]
[paragraph, [699.0, 384.0, 568.0, 36.0], shoonya_5s0D9GPP3KFCTI, 5683128]
[paragraph, [699.0, 420.0, 568.0, 36.0], shoonya_5s0D9GPP3KFCTI, 5683128]
[paragraph, [699.0, 456.0, 568.0, 36.0], shoonya_5s0D9GPP3KFCTI, 5683128]
[paragraph, [103.0, 206.0, 571.0, 36.0], B_-oVT9VrU, 5683128]
[paragraph, [103.0, 242.0, 571.0, 36.0], B_-oVT9VrU, 5683128]
[paragraph, [101.0, 292.0, 572.0, 36.0], AHHQk7ekof, 5683128]
[paragraph, [101.0, 328.0, 572.0, 36.0], AHHQk7ekof, 5683128]
[paragraph, [699.0, 502.0, 568.0, 36.0], lB7pCY7fyP, 5683128]
[paragraph, [699.0, 538.0, 568.0, 36.0], lB7pCY7fyP, 5683128]
[paragraph, [699.0, 574.0, 568.0, 36.0], lB7pCY7fyP, 5683128]
[paragraph, [699.0, 610.0, 568.0, 36.0], lB7pCY7fyP, 5683128]
[paragraph, [699.0, 646.0, 568.0, 36.0], lB7pCY7fyP, 5683128]
[paragraph, [699.0, 682.0, 568.0, 36.0], lB7pCY7fyP, 5683128]
[paragraph, [112.0, 540.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 576.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 612.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 648.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 684.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 720.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 756.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 792.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 828.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 864.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 900.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 936.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 972.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1008.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1044.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1080.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1116.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1152.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1188.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1224.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1260.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1296.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1332.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1368.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1404.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
[paragraph, [112.0, 1440.0, 565.0, 36.0], shoonya_0s1ZG4QNRLTGXE, 5683128]
