[2200, 1700]
[paragraph, [371.0, 114.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [371.0, 150.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [371.0, 186.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [371.0, 222.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [371.0, 258.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [371.0, 294.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [371.0, 330.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [371.0, 366.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [371.0, 402.0, 1136.0, 36.0], shoonya_2sZJ113LXDOOKD, 5734620]
[paragraph, [372.0, 474.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 510.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 546.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 582.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 618.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 654.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 690.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 726.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 762.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 798.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 834.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 870.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 906.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 942.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 978.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 1014.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 1050.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [372.0, 1086.0, 1135.0, 36.0], shoonya_0sBWVVPQG2PHLA, 5734620]
[paragraph, [373.0, 1159.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1195.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1231.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1267.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1303.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1339.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1375.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1411.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1447.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1483.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1519.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1555.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1591.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1627.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1663.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1699.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1735.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1771.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1807.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1843.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1879.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1915.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1951.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
[paragraph, [373.0, 1987.0, 1132.0, 36.0], shoonya_1sQQGNPKHHKQZV, 5734620]
