[1200, 825]
[paragraph, [137.0, 104.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 122.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 140.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 158.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 176.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 194.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 212.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 230.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 248.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 266.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 284.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 302.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 320.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 338.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 356.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 374.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 392.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 410.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 428.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 446.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 464.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 482.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 500.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 518.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 536.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 554.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [137.0, 572.0, 552.0, 18.0], shoonya_1sSKI7H3X49BNK, 5691412]
[paragraph, [138.0, 598.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 616.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 634.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 652.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 670.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 688.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 706.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 724.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 742.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 760.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 778.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 796.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 814.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 832.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 850.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 868.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 886.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 904.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 922.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 940.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 958.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 976.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 994.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 1012.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
[paragraph, [138.0, 1030.0, 552.0, 18.0], shoonya_0sH32DG7ZZPEBK, 5691412]
