[1823, 1375]
[folio, [622.0, 96.0, 117.0, 36.0], shoonya_5sF72MFU1D02R6, 5683972]
[folio, [987.0, 100.0, 285.0, 36.0], shoonya_6s9W1AU8868WKW, 5683972]
[paragraph, [106.0, 162.0, 573.0, 36.0], shoonya_9sX8EEEKQ04FGB, 5683972]
[paragraph, [106.0, 198.0, 573.0, 36.0], shoonya_9sX8EEEKQ04FGB, 5683972]
[paragraph, [694.0, 173.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 209.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 245.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 281.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 317.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 353.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 389.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 425.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 461.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 497.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 533.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 569.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 605.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [694.0, 641.0, 582.0, 36.0], shoonya_3sBREEQ7BGNN99, 5683972]
[paragraph, [100.0, 267.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 303.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 339.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 375.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 411.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 447.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 483.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 519.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 555.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 591.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 627.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 663.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 699.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 735.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 771.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 807.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [100.0, 843.0, 580.0, 36.0], shoonya_0s9J6AF4QFHL0Y, 5683972]
[paragraph, [700.0, 690.0, 576.0, 36.0], shoonya_4sJCCOTAZR3TWL, 5683972]
[paragraph, [700.0, 726.0, 576.0, 36.0], shoonya_4sJCCOTAZR3TWL, 5683972]
[paragraph, [700.0, 762.0, 576.0, 36.0], shoonya_4sJCCOTAZR3TWL, 5683972]
[paragraph, [700.0, 798.0, 576.0, 36.0], shoonya_4sJCCOTAZR3TWL, 5683972]
[paragraph, [700.0, 834.0, 576.0, 36.0], shoonya_4sJCCOTAZR3TWL, 5683972]
[section-title, [533.0, 906.0, 308.0, 49.5], OeFDMJu6GO, 5683972]
[sub-section-title, [632.0, 975.0, 130.0, 36.0], nHiafff08X, 5683972]
[subsub-section-title, [514.0, 1030.0, 328.0, 43.5], q1DO_9HmhK, 5683972]
[paragraph, [111.0, 1137.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1173.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1209.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1245.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1281.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1317.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1353.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1389.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1425.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1461.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1497.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [111.0, 1533.0, 571.0, 36.0], shoonya_1sLTWNDPSPRIZ2, 5683972]
[paragraph, [697.0, 1144.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1180.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1216.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1252.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1288.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1324.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1360.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1396.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1432.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1468.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1504.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[paragraph, [697.0, 1540.0, 581.0, 36.0], shoonya_2sG8QEGJRNY2SG, 5683972]
[footnote, [119.0, 1611.0, 1156.0, 36.0], shoonya_8s50378R0UN3LV, 5683972]
[footnote, [119.0, 1647.0, 1156.0, 36.0], shoonya_8s50378R0UN3LV, 5683972]
[footnote, [119.0, 1683.0, 1156.0, 36.0], shoonya_8s50378R0UN3LV, 5683972]
