[2200, 1700]
[paragraph, [319.0, 98.0, 1080.0, 36.0], shoonya_3s2LWP367OJ669, 5730919]
[paragraph, [319.0, 134.0, 1080.0, 36.0], shoonya_3s2LWP367OJ669, 5730919]
[paragraph, [319.0, 170.0, 1080.0, 36.0], shoonya_3s2LWP367OJ669, 5730919]
[paragraph, [319.0, 206.0, 1080.0, 36.0], shoonya_3s2LWP367OJ669, 5730919]
[paragraph, [319.0, 242.0, 1080.0, 36.0], shoonya_3s2LWP367OJ669, 5730919]
[paragraph, [320.0, 283.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 319.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 355.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 391.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 427.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 463.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 499.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 535.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 571.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 607.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 643.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 679.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 715.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 751.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 787.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 823.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [320.0, 859.0, 1090.0, 36.0], shoonya_1s95SQ3F6T3SGN, 5730919]
[paragraph, [324.0, 910.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 946.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 982.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1018.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1054.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1090.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1126.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1162.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1198.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1234.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1270.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1306.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1342.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1378.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1414.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1450.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [324.0, 1486.0, 1086.0, 36.0], shoonya_0s2CM5LN1ZVJCJ, 5730919]
[paragraph, [325.0, 1529.0, 1083.0, 36.0], shoonya_2sEJUOJG8FKPD1, 5730919]
[paragraph, [325.0, 1565.0, 1083.0, 36.0], shoonya_2sEJUOJG8FKPD1, 5730919]
[paragraph, [325.0, 1601.0, 1083.0, 36.0], shoonya_2sEJUOJG8FKPD1, 5730919]
[paragraph, [325.0, 1637.0, 1083.0, 36.0], shoonya_2sEJUOJG8FKPD1, 5730919]
[paragraph, [325.0, 1673.0, 1083.0, 36.0], shoonya_2sEJUOJG8FKPD1, 5730919]
[paragraph, [325.0, 1709.0, 1083.0, 36.0], shoonya_2sEJUOJG8FKPD1, 5730919]
[paragraph, [325.0, 1745.0, 1083.0, 36.0], shoonya_2sEJUOJG8FKPD1, 5730919]
[paragraph, [325.0, 1809.0, 1093.0, 36.0], shoonya_4sZU4CGEFIH9QQ, 5730919]
[paragraph, [325.0, 1845.0, 1093.0, 36.0], shoonya_4sZU4CGEFIH9QQ, 5730919]
[paragraph, [325.0, 1881.0, 1093.0, 36.0], shoonya_4sZU4CGEFIH9QQ, 5730919]
[paragraph, [325.0, 1917.0, 1093.0, 36.0], shoonya_4sZU4CGEFIH9QQ, 5730919]
[folio, [409.0, 2047.0, 369.0, 36.0], c8e_Mhy6k_, 5730919]
