[1360, 850]
[folio, [79.0, 60.0, 132.0, 18.0], shoonya_0sXO3LUBRVWPEJ, 5781771]
[folio, [79.0, 78.0, 132.0, 18.0], shoonya_0sXO3LUBRVWPEJ, 5781771]
[folio, [79.0, 96.0, 132.0, 18.0], shoonya_0sXO3LUBRVWPEJ, 5781771]
[folio, [271.0, 128.0, 271.0, 18.0], WRrin2oPPx, 5781771]
[ordered-list, [65.0, 171.0, 669.0, 18.0], oTLJtB3OSI, 5781771]
[ordered-list, [65.0, 189.0, 669.0, 18.0], oTLJtB3OSI, 5781771]
[ordered-list, [65.0, 207.0, 669.0, 18.0], oTLJtB3OSI, 5781771]
[ordered-list, [65.0, 225.0, 669.0, 18.0], oTLJtB3OSI, 5781771]
[ordered-list, [65.0, 243.0, 669.0, 18.0], oTLJtB3OSI, 5781771]
[ordered-list, [65.0, 261.0, 669.0, 18.0], oTLJtB3OSI, 5781771]
[ordered-list, [65.0, 279.0, 669.0, 18.0], oTLJtB3OSI, 5781771]
[ordered-list, [65.0, 297.0, 669.0, 18.0], oTLJtB3OSI, 5781771]
[ordered-list, [72.0, 321.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 339.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 357.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 375.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 393.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 411.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 429.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 447.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 465.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[ordered-list, [72.0, 483.0, 661.0, 18.0], v06bw1rWzI, 5781771]
[sub-ordered-list, [86.0, 366.0, 642.0, 18.0], Zen_FMU5Ro, 5781771]
[sub-ordered-list, [86.0, 384.0, 642.0, 18.0], Zen_FMU5Ro, 5781771]
[sub-ordered-list, [86.0, 402.0, 642.0, 18.0], Zen_FMU5Ro, 5781771]
[sub-ordered-list, [86.0, 420.0, 642.0, 18.0], Zen_FMU5Ro, 5781771]
[sub-ordered-list, [86.0, 438.0, 642.0, 18.0], Zen_FMU5Ro, 5781771]
[sub-ordered-list, [86.0, 456.0, 642.0, 18.0], Zen_FMU5Ro, 5781771]
[sub-ordered-list, [86.0, 474.0, 642.0, 18.0], Zen_FMU5Ro, 5781771]
[sub-ordered-list, [86.0, 492.0, 642.0, 18.0], Zen_FMU5Ro, 5781771]
[ordered-list, [72.0, 517.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 535.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 553.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 571.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 589.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 607.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 625.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 643.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 661.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 679.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 697.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 715.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 733.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 751.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 769.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 787.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 805.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 823.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 841.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 859.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 877.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 895.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 913.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 931.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 949.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 967.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 985.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1003.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1021.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1039.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1057.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1075.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1093.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1111.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1129.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1147.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1165.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1183.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1201.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1219.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[ordered-list, [72.0, 1237.0, 668.0, 18.0], 4u8inMtFre, 5781771]
[sub-ordered-list, [83.0, 585.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 603.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 621.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 639.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 657.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 675.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 693.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 711.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 729.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 747.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 765.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 783.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 801.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 819.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 837.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 855.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 873.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 891.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 909.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 927.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 945.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 963.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 981.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 999.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1017.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1035.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1053.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1071.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1089.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1107.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1125.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1143.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1161.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1179.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1197.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1215.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
[sub-ordered-list, [83.0, 1233.0, 646.0, 18.0], TsVMNfZEGp, 5781771]
