[3509, 2482]
[folio, [841.0, 197.0, 497.0, 52.5], 2bVKmnvtZf, 5691592]
[folio, [841.0, 249.5, 497.0, 52.5], 2bVKmnvtZf, 5691592]
[paragraph, [178.0, 338.0, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [178.0, 390.5, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [178.0, 443.0, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [178.0, 495.5, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [178.0, 548.0, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [178.0, 600.5, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [178.0, 653.0, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [178.0, 705.5, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [178.0, 758.0, 1816.0, 52.5], shoonya_1s7LT8KA66J1YF, 5691592]
[paragraph, [187.0, 815.0, 1807.0, 52.5], shoonya_0sZTIEZUXMU2QJ, 5691592]
[paragraph, [187.0, 867.5, 1807.0, 52.5], shoonya_0sZTIEZUXMU2QJ, 5691592]
[paragraph, [187.0, 920.0, 1807.0, 52.5], shoonya_0sZTIEZUXMU2QJ, 5691592]
[paragraph, [187.0, 972.5, 1807.0, 52.5], shoonya_0sZTIEZUXMU2QJ, 5691592]
[paragraph, [187.0, 1025.0, 1807.0, 52.5], shoonya_0sZTIEZUXMU2QJ, 5691592]
[paragraph, [194.0, 1117.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1169.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1222.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1274.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1327.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1379.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1432.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1484.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1537.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1589.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1642.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1694.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1747.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1799.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1852.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1904.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 1957.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 2009.5, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [194.0, 2062.0, 1809.0, 52.5], raVysCZuWg, 5691592]
[paragraph, [197.0, 2141.0, 1812.0, 52.5], p6alyCtTnx, 5691592]
[paragraph, [197.0, 2193.5, 1812.0, 52.5], p6alyCtTnx, 5691592]
[paragraph, [197.0, 2246.0, 1812.0, 52.5], p6alyCtTnx, 5691592]
[paragraph, [197.0, 2298.5, 1812.0, 52.5], p6alyCtTnx, 5691592]
[paragraph, [197.0, 2351.0, 1812.0, 52.5], p6alyCtTnx, 5691592]
[paragraph, [197.0, 2403.5, 1812.0, 52.5], p6alyCtTnx, 5691592]
[paragraph, [197.0, 2456.0, 1812.0, 52.5], p6alyCtTnx, 5691592]
[paragraph, [281.0, 2516.0, 791.0, 52.5], FuZgwf6FOl, 5691592]
[paragraph, [206.0, 2607.0, 1827.0, 52.5], xit09T9efZ, 5691592]
[paragraph, [206.0, 2659.5, 1827.0, 52.5], xit09T9efZ, 5691592]
[paragraph, [206.0, 2712.0, 1827.0, 52.5], xit09T9efZ, 5691592]
[paragraph, [206.0, 2764.5, 1827.0, 52.5], xit09T9efZ, 5691592]
[paragraph, [206.0, 2817.0, 1827.0, 52.5], xit09T9efZ, 5691592]
[paragraph, [206.0, 2869.5, 1827.0, 52.5], xit09T9efZ, 5691592]
[paragraph, [287.0, 2923.0, 209.0, 52.5], gMFeOvyNKd, 5691592]
[paragraph, [187.0, 2998.0, 1822.0, 52.5], KLGNQ6gQm6, 5691592]
[paragraph, [187.0, 3050.5, 1822.0, 52.5], KLGNQ6gQm6, 5691592]
[paragraph, [187.0, 3103.0, 1822.0, 52.5], KLGNQ6gQm6, 5691592]
[paragraph, [298.0, 3162.0, 1288.0, 52.5], 7sBDIAj9xc, 5691592]
[paragraph, [294.0, 3239.0, 1716.0, 52.5], IOKamcNhEh, 5691592]
