[2200, 1700]
[folio, [765.0, 394.0, 140.0, 36.0], shoonya_5sTZF61HJA5LBX, 5732790]
[paragraph, [471.0, 488.0, 785.0, 36.0], shoonya_2s7K9RAB5CP50R, 5732790]
[paragraph, [471.0, 524.0, 785.0, 36.0], shoonya_2s7K9RAB5CP50R, 5732790]
[paragraph, [471.0, 560.0, 785.0, 36.0], shoonya_2s7K9RAB5CP50R, 5732790]
[paragraph, [471.0, 596.0, 785.0, 36.0], shoonya_2s7K9RAB5CP50R, 5732790]
[paragraph, [472.0, 671.0, 777.0, 36.0], shoonya_4sFSNCDKE1CPOZ, 5732790]
[paragraph, [472.0, 707.0, 777.0, 36.0], shoonya_4sFSNCDKE1CPOZ, 5732790]
[paragraph, [472.0, 743.0, 777.0, 36.0], shoonya_4sFSNCDKE1CPOZ, 5732790]
[paragraph, [472.0, 779.0, 777.0, 36.0], shoonya_4sFSNCDKE1CPOZ, 5732790]
[paragraph, [471.0, 851.0, 782.0, 36.0], shoonya_1sDOFN3TU6BSAN, 5732790]
[paragraph, [471.0, 887.0, 782.0, 36.0], shoonya_1sDOFN3TU6BSAN, 5732790]
[paragraph, [471.0, 923.0, 782.0, 36.0], shoonya_1sDOFN3TU6BSAN, 5732790]
[paragraph, [471.0, 959.0, 782.0, 36.0], shoonya_1sDOFN3TU6BSAN, 5732790]
[paragraph, [471.0, 995.0, 782.0, 36.0], shoonya_1sDOFN3TU6BSAN, 5732790]
[paragraph, [471.0, 1031.0, 782.0, 36.0], shoonya_1sDOFN3TU6BSAN, 5732790]
[paragraph, [471.0, 1067.0, 782.0, 36.0], shoonya_1sDOFN3TU6BSAN, 5732790]
[paragraph, [471.0, 1103.0, 782.0, 36.0], shoonya_1sDOFN3TU6BSAN, 5732790]
[paragraph, [465.0, 1157.0, 786.0, 36.0], shoonya_0sBOO8FKJ5CCSC, 5732790]
[paragraph, [465.0, 1193.0, 786.0, 36.0], shoonya_0sBOO8FKJ5CCSC, 5732790]
[paragraph, [465.0, 1229.0, 786.0, 36.0], shoonya_0sBOO8FKJ5CCSC, 5732790]
[paragraph, [465.0, 1265.0, 786.0, 36.0], shoonya_0sBOO8FKJ5CCSC, 5732790]
[paragraph, [465.0, 1301.0, 786.0, 36.0], shoonya_0sBOO8FKJ5CCSC, 5732790]
[paragraph, [465.0, 1337.0, 786.0, 36.0], shoonya_0sBOO8FKJ5CCSC, 5732790]
[paragraph, [464.0, 1399.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[paragraph, [464.0, 1435.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[paragraph, [464.0, 1471.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[paragraph, [464.0, 1507.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[paragraph, [464.0, 1543.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[paragraph, [464.0, 1579.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[paragraph, [464.0, 1615.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[paragraph, [464.0, 1651.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[paragraph, [464.0, 1687.0, 792.0, 36.0], shoonya_3sJ8G7OLQCCBFT, 5732790]
[footnote, [1304.0, 2028.0, 219.0, 36.0], KX2G0QiZ9t, 5732790]
[footnote, [1304.0, 2064.0, 219.0, 36.0], KX2G0QiZ9t, 5732790]
[folio, [808.0, 2108.0, 178.0, 36.0], aJNVN2_8VZ, 5732790]
