[1951, 1219]
[chapter-title, [536.0, 455.0, 161.0, 58.5], fWzPdrlhK_, 5682800]
[paragraph, [123.0, 656.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 692.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 728.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 764.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 800.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 836.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 872.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 908.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 944.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 980.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 1016.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 1052.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 1088.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [123.0, 1124.0, 972.0, 36.0], shoonya_0s5ZKZO5TP4PFK, 5682800]
[paragraph, [124.0, 1184.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1220.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1256.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1292.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1328.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1364.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1400.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1436.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1472.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1508.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [124.0, 1544.0, 966.0, 36.0], CoTNQqHbx1, 5682800]
[paragraph, [121.0, 1601.0, 968.0, 36.0], AprYV9Ledh, 5682800]
[paragraph, [121.0, 1637.0, 968.0, 36.0], AprYV9Ledh, 5682800]
[paragraph, [121.0, 1673.0, 968.0, 36.0], AprYV9Ledh, 5682800]
[paragraph, [121.0, 1709.0, 968.0, 36.0], AprYV9Ledh, 5682800]
[paragraph, [121.0, 1745.0, 968.0, 36.0], AprYV9Ledh, 5682800]
[paragraph, [121.0, 1781.0, 968.0, 36.0], AprYV9Ledh, 5682800]
