[3509, 2482]
[folio, [868.0, 198.0, 460.0, 52.5], shoonya_2sCF6IGYSIMJ50, 5692328]
[folio, [868.0, 250.5, 460.0, 52.5], shoonya_2sCF6IGYSIMJ50, 5692328]
[paragraph, [184.0, 334.0, 1811.0, 52.5], shoonya_0s6UVVCEYB6L4K, 5692328]
[paragraph, [184.0, 386.5, 1811.0, 52.5], shoonya_0s6UVVCEYB6L4K, 5692328]
[paragraph, [184.0, 439.0, 1811.0, 52.5], shoonya_0s6UVVCEYB6L4K, 5692328]
[paragraph, [184.0, 491.5, 1811.0, 52.5], shoonya_0s6UVVCEYB6L4K, 5692328]
[paragraph, [184.0, 544.0, 1811.0, 52.5], shoonya_0s6UVVCEYB6L4K, 5692328]
[paragraph, [184.0, 596.5, 1811.0, 52.5], shoonya_0s6UVVCEYB6L4K, 5692328]
[paragraph, [184.0, 654.0, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 706.5, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 759.0, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 811.5, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 864.0, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 916.5, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 969.0, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 1021.5, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 1074.0, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 1126.5, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 1179.0, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 1231.5, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 1284.0, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [184.0, 1336.5, 1812.0, 52.5], X6BBzXiZSu, 5692328]
[paragraph, [303.0, 1430.0, 904.0, 52.5], ZxKc86Ex1x, 5692328]
[section-title, [992.0, 1680.0, 197.0, 93.0], aJPITwArAm, 5692328]
[paragraph, [222.0, 1796.0, 945.0, 52.5], tkjRMd4ZHT, 5692328]
[paragraph, [222.0, 1848.5, 945.0, 52.5], tkjRMd4ZHT, 5692328]
[paragraph, [205.0, 1909.0, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 1961.5, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2014.0, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2066.5, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2119.0, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2171.5, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2224.0, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2276.5, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2329.0, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2381.5, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2434.0, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[paragraph, [205.0, 2486.5, 1797.0, 52.5], shoonya_1sFOOMY4XHQQ43, 5692328]
[section-title, [1001.0, 2692.0, 225.0, 93.0], iRQTrnSRRo, 5692328]
[paragraph, [198.0, 2823.0, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 2875.5, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 2928.0, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 2980.5, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 3033.0, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 3085.5, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 3138.0, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 3190.5, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 3243.0, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
[paragraph, [198.0, 3295.5, 1810.0, 52.5], shoonya_3s7VD6JTUMIL4I, 5692328]
