[1298, 853]
[section-title, [319.0, 69.0, 214.0, 30.0], shoonya_3sCDZ65FVELULO, 5710432]
[paragraph, [67.0, 117.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 135.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 153.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 171.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 189.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 207.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 225.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 243.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 261.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 279.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 297.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 315.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [67.0, 333.0, 723.0, 18.0], shoonya_1sQ29VN55135AS, 5710432]
[paragraph, [65.0, 364.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 382.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 400.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 418.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 436.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 454.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 472.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 490.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 508.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 526.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 544.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 562.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 580.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 598.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 616.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 634.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 652.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 670.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 688.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [65.0, 706.0, 721.0, 18.0], shoonya_5sATOK6N7WUGMO, 5710432]
[paragraph, [70.0, 728.0, 714.0, 18.0], shoonya_2s2GUFZQX6DQCT, 5710432]
[paragraph, [70.0, 746.0, 714.0, 18.0], shoonya_2s2GUFZQX6DQCT, 5710432]
[paragraph, [70.0, 764.0, 714.0, 18.0], shoonya_2s2GUFZQX6DQCT, 5710432]
[paragraph, [70.0, 782.0, 714.0, 18.0], shoonya_2s2GUFZQX6DQCT, 5710432]
[paragraph, [70.0, 800.0, 714.0, 18.0], shoonya_2s2GUFZQX6DQCT, 5710432]
[paragraph, [70.0, 818.0, 714.0, 18.0], shoonya_2s2GUFZQX6DQCT, 5710432]
[paragraph, [62.0, 848.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 866.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 884.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 902.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 920.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 938.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 956.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 974.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 992.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 1010.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 1028.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 1046.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [62.0, 1064.0, 720.0, 18.0], shoonya_4sDD15ORU2GPIJ, 5710432]
[paragraph, [57.0, 1101.0, 738.0, 18.0], shoonya_0sMSLDR1SPH3YO, 5710432]
[paragraph, [57.0, 1119.0, 738.0, 18.0], shoonya_0sMSLDR1SPH3YO, 5710432]
[paragraph, [57.0, 1137.0, 738.0, 18.0], shoonya_0sMSLDR1SPH3YO, 5710432]
[paragraph, [57.0, 1155.0, 738.0, 18.0], shoonya_0sMSLDR1SPH3YO, 5710432]
[paragraph, [57.0, 1173.0, 738.0, 18.0], shoonya_0sMSLDR1SPH3YO, 5710432]
[paragraph, [57.0, 1191.0, 738.0, 18.0], shoonya_0sMSLDR1SPH3YO, 5710432]
