[842, 596]
[ordered-list, [68.0, 54.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 72.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 90.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 108.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 126.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 144.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 162.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 180.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 198.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 216.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 234.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 252.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 270.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 288.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 306.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 324.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 342.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 360.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 378.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 396.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 414.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 432.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 450.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 468.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 486.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 504.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 522.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 540.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 558.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 576.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 594.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 612.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 630.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 648.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 666.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 684.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 702.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 720.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[ordered-list, [68.0, 738.0, 478.0, 18.0], shoonya_0sT9EPW99YET5V, 5658121]
[sub-ordered-list, [119.0, 77.0, 392.0, 18.0], j8gsLoOtuC, 5658121]
[sub-ordered-list, [119.0, 95.0, 392.0, 18.0], j8gsLoOtuC, 5658121]
[sub-ordered-list, [119.0, 113.0, 392.0, 18.0], j8gsLoOtuC, 5658121]
[sub-ordered-list, [119.0, 131.0, 392.0, 18.0], j8gsLoOtuC, 5658121]
[sub-ordered-list, [119.0, 149.0, 392.0, 18.0], j8gsLoOtuC, 5658121]
[sub-ordered-list, [119.0, 167.0, 392.0, 18.0], j8gsLoOtuC, 5658121]
[sub-ordered-list, [119.0, 185.0, 392.0, 18.0], j8gsLoOtuC, 5658121]
[sub-ordered-list, [119.0, 203.0, 392.0, 18.0], j8gsLoOtuC, 5658121]
[sub-ordered-list, [148.0, 225.0, 216.0, 18.0], A7TqqxGtTr, 5658121]
[sub-ordered-list, [148.0, 243.0, 216.0, 18.0], A7TqqxGtTr, 5658121]
[sub-ordered-list, [117.0, 315.0, 419.0, 18.0], ULgtljZvSt, 5658121]
[sub-ordered-list, [117.0, 333.0, 419.0, 18.0], ULgtljZvSt, 5658121]
[sub-ordered-list, [117.0, 351.0, 419.0, 18.0], ULgtljZvSt, 5658121]
[sub-ordered-list, [117.0, 369.0, 419.0, 18.0], ULgtljZvSt, 5658121]
[sub-ordered-list, [117.0, 387.0, 419.0, 18.0], ULgtljZvSt, 5658121]
[sub-ordered-list, [117.0, 405.0, 419.0, 18.0], ULgtljZvSt, 5658121]
[sub-ordered-list, [74.0, 427.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 445.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 463.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 481.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 499.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 517.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 535.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 553.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 571.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 589.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 607.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 625.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 643.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 661.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 679.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 697.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[sub-ordered-list, [74.0, 715.0, 464.0, 18.0], mJdgq3H6HT, 5658121]
[subsub-ordered-list, [117.0, 630.0, 414.0, 18.0], ZTLrGj5E5z, 5658121]
[subsub-ordered-list, [117.0, 648.0, 414.0, 18.0], ZTLrGj5E5z, 5658121]
[subsub-ordered-list, [117.0, 666.0, 414.0, 18.0], ZTLrGj5E5z, 5658121]
[subsub-ordered-list, [117.0, 684.0, 414.0, 18.0], ZTLrGj5E5z, 5658121]
[subsub-ordered-list, [117.0, 702.0, 414.0, 18.0], ZTLrGj5E5z, 5658121]
[subsub-ordered-list, [117.0, 720.0, 414.0, 18.0], ZTLrGj5E5z, 5658121]
[footnote, [80.0, 774.0, 469.0, 18.0], 7MEFAIrQts, 5658121]
[footnote, [80.0, 792.0, 469.0, 18.0], 7MEFAIrQts, 5658121]
