[1275, 750]
[folio, [232.0, 78.0, 280.0, 18.0], bmOda5rVn5, 5767521]
[folio, [232.0, 96.0, 280.0, 18.0], bmOda5rVn5, 5767521]
[folio, [232.0, 114.0, 280.0, 18.0], bmOda5rVn5, 5767521]
[paragraph, [68.0, 163.0, 609.0, 18.0], c96zozDtww, 5767521]
[paragraph, [68.0, 181.0, 609.0, 18.0], c96zozDtww, 5767521]
[paragraph, [68.0, 199.0, 609.0, 18.0], c96zozDtww, 5767521]
[paragraph, [68.0, 217.0, 609.0, 18.0], c96zozDtww, 5767521]
[section-title, [108.0, 265.0, 521.0, 30.0], JfaRhaGGI6, 5767521]
[section-title, [108.0, 295.0, 521.0, 30.0], JfaRhaGGI6, 5767521]
[section-title, [108.0, 325.0, 521.0, 30.0], JfaRhaGGI6, 5767521]
[paragraph, [67.0, 385.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 403.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 421.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 439.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 457.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 475.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 493.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 511.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 529.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 547.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 565.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 583.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 601.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 619.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 637.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 655.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 673.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 691.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 709.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 727.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 745.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 763.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 781.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 799.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 817.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 835.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 853.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 871.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 889.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 907.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 925.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 943.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 961.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 979.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 997.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1015.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1033.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1051.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1069.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1087.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1105.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1123.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1141.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
[paragraph, [67.0, 1159.0, 614.0, 18.0], Uz2dOATcPm, 5767521]
