[872, 605]
[section-title, [266.0, 35.0, 70.0, 30.0], mBun4nF-zq, 6456944]
[paragraph, [301.0, 75.0, 228.0, 18.0], 7VeGrGKVoB, 6456944]
[paragraph, [301.0, 93.0, 228.0, 18.0], 7VeGrGKVoB, 6456944]
[paragraph, [50.0, 78.0, 214.0, 18.0], RefBAKY1uZ, 6456944]
[paragraph, [50.0, 96.0, 214.0, 18.0], RefBAKY1uZ, 6456944]
[paragraph, [304.0, 113.0, 232.0, 18.0], 3heHH4Gcqh, 6456944]
[paragraph, [304.0, 131.0, 232.0, 18.0], 3heHH4Gcqh, 6456944]
[paragraph, [52.0, 116.0, 248.0, 18.0], ZYPUDUCnd9, 6456944]
[paragraph, [52.0, 134.0, 248.0, 18.0], ZYPUDUCnd9, 6456944]
[paragraph, [52.0, 152.0, 248.0, 18.0], ZYPUDUCnd9, 6456944]
[paragraph, [52.0, 170.0, 248.0, 18.0], ZYPUDUCnd9, 6456944]
[paragraph, [52.0, 188.0, 248.0, 18.0], ZYPUDUCnd9, 6456944]
[paragraph, [297.0, 147.0, 236.0, 18.0], UoBccXu0ip, 6456944]
[paragraph, [297.0, 165.0, 236.0, 18.0], UoBccXu0ip, 6456944]
[paragraph, [302.0, 180.0, 247.0, 18.0], gJYkbTrT0G, 6456944]
[paragraph, [302.0, 198.0, 247.0, 18.0], gJYkbTrT0G, 6456944]
[paragraph, [129.0, 204.0, 170.0, 18.0], LZ96ztjTQl, 6456944]
[paragraph, [299.0, 215.0, 233.0, 18.0], 3Lmoemj4UB, 6456944]
[paragraph, [299.0, 233.0, 233.0, 18.0], 3Lmoemj4UB, 6456944]
[paragraph, [54.0, 224.0, 245.0, 18.0], 6RnUHmJkCo, 6456944]
[paragraph, [54.0, 242.0, 245.0, 18.0], 6RnUHmJkCo, 6456944]
[paragraph, [299.0, 251.0, 233.0, 18.0], Ts1lC3rAF8, 6456944]
[paragraph, [299.0, 269.0, 233.0, 18.0], Ts1lC3rAF8, 6456944]
[paragraph, [50.0, 263.0, 207.0, 18.0], 9PTDBfR1Io, 6456944]
[paragraph, [54.0, 282.0, 245.0, 18.0], -T0zMCSaL3, 6456944]
[paragraph, [54.0, 300.0, 245.0, 18.0], -T0zMCSaL3, 6456944]
[paragraph, [54.0, 318.0, 245.0, 18.0], -T0zMCSaL3, 6456944]
[paragraph, [54.0, 336.0, 245.0, 18.0], -T0zMCSaL3, 6456944]
[paragraph, [304.0, 288.0, 230.0, 18.0], qVWi7a2rJ2, 6456944]
[paragraph, [299.0, 308.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 326.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 344.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 362.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 380.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 398.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 416.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 434.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 452.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 470.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 488.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 506.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 524.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 542.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 560.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 578.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 596.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 614.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 632.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 650.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [299.0, 668.0, 253.0, 18.0], cddJiHqMo2, 6456944]
[paragraph, [50.0, 371.0, 249.0, 18.0], xpqcmi4057, 6456944]
[paragraph, [51.0, 391.0, 217.0, 18.0], 1-sejQzsL4, 6456944]
[paragraph, [52.0, 410.0, 246.0, 18.0], RCyxfidgnT, 6456944]
[paragraph, [52.0, 428.0, 246.0, 18.0], RCyxfidgnT, 6456944]
[paragraph, [52.0, 446.0, 246.0, 18.0], RCyxfidgnT, 6456944]
[paragraph, [47.0, 486.0, 251.0, 18.0], pZaZFLjGOJ, 6456944]
[paragraph, [53.0, 503.0, 207.0, 18.0], iYffSY8JVT, 6456944]
[paragraph, [51.0, 526.0, 252.0, 18.0], VCCZSR--On, 6456944]
[paragraph, [51.0, 544.0, 252.0, 18.0], VCCZSR--On, 6456944]
[paragraph, [51.0, 562.0, 252.0, 18.0], VCCZSR--On, 6456944]
[paragraph, [51.0, 580.0, 252.0, 18.0], VCCZSR--On, 6456944]
[paragraph, [54.0, 613.0, 223.0, 18.0], azsqsNYrl5, 6456944]
[paragraph, [54.0, 633.0, 241.0, 18.0], _PYly1FXng, 6456944]
[paragraph, [54.0, 651.0, 241.0, 18.0], _PYly1FXng, 6456944]
[paragraph, [52.0, 667.0, 247.0, 18.0], XM2eEDw4lX, 6456944]
[paragraph, [52.0, 685.0, 247.0, 18.0], XM2eEDw4lX, 6456944]
[reference, [303.0, 686.0, 251.0, 18.0], shoonya_0sX9H4LMH9GG95, 6456944]
[reference, [303.0, 704.0, 251.0, 18.0], shoonya_0sX9H4LMH9GG95, 6456944]
[reference, [303.0, 722.0, 251.0, 18.0], shoonya_0sX9H4LMH9GG95, 6456944]
[reference, [303.0, 740.0, 251.0, 18.0], shoonya_0sX9H4LMH9GG95, 6456944]
[reference, [303.0, 758.0, 251.0, 18.0], shoonya_0sX9H4LMH9GG95, 6456944]
[reference, [303.0, 776.0, 251.0, 18.0], shoonya_0sX9H4LMH9GG95, 6456944]
[reference, [303.0, 794.0, 251.0, 18.0], shoonya_0sX9H4LMH9GG95, 6456944]
[reference, [303.0, 812.0, 251.0, 18.0], shoonya_0sX9H4LMH9GG95, 6456944]
[paragraph, [51.0, 704.0, 249.0, 18.0], kcml0ukWel, 6456944]
[paragraph, [51.0, 722.0, 249.0, 18.0], kcml0ukWel, 6456944]
[reference, [51.0, 742.0, 247.0, 18.0], _8O3eL_tp1, 6456944]
[reference, [51.0, 760.0, 247.0, 18.0], _8O3eL_tp1, 6456944]
[reference, [51.0, 778.0, 247.0, 18.0], _8O3eL_tp1, 6456944]
[reference, [51.0, 796.0, 247.0, 18.0], _8O3eL_tp1, 6456944]
[reference, [51.0, 814.0, 247.0, 18.0], _8O3eL_tp1, 6456944]
