[792, 612]
[headline, [229.0, 72.0, 156.0, 25.5], HHF-ffSOnh, 6516275]
[author, [254.0, 118.0, 104.0, 18.0], WRnnxrj_JK, 6516275]
[paragraph, [59.0, 155.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 173.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 191.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 209.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 227.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 245.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 263.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 281.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 299.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 317.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 335.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 353.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 371.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 389.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 407.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 425.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 443.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [59.0, 461.0, 161.0, 18.0], BaFEmnFThH, 6516275]
[paragraph, [225.0, 164.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 182.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 200.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 218.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 236.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 254.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 272.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 290.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 308.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [225.0, 326.0, 160.0, 18.0], fxY_Y-Fyfh, 6516275]
[paragraph, [389.0, 165.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 183.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 201.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 219.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 237.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 255.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 273.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 291.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 309.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 327.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 345.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 363.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 381.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [389.0, 399.0, 163.0, 18.0], lnWswzlJDh, 6516275]
[paragraph, [227.0, 346.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 364.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 382.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 400.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 418.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 436.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 454.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 472.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 490.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 508.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 526.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 544.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 562.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 580.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [227.0, 598.0, 158.0, 18.0], wu7uuuxdWu, 6516275]
[paragraph, [390.0, 429.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 447.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 465.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 483.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 501.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 519.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 537.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 555.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 573.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 591.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 609.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 627.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 645.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [390.0, 663.0, 159.0, 18.0], KfaUyPtC4w, 6516275]
[paragraph, [60.0, 496.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 514.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 532.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 550.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 568.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 586.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 604.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 622.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 640.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 658.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 676.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [60.0, 694.0, 159.0, 18.0], -ZdsH3qHHN, 6516275]
[paragraph, [227.0, 635.0, 156.0, 18.0], u45ilxC0QZ, 6516275]
[paragraph, [227.0, 653.0, 156.0, 18.0], u45ilxC0QZ, 6516275]
[paragraph, [227.0, 671.0, 156.0, 18.0], u45ilxC0QZ, 6516275]
[paragraph, [227.0, 689.0, 156.0, 18.0], u45ilxC0QZ, 6516275]
[contact-info, [414.0, 694.0, 141.0, 18.0], rKiPgVNxvF, 6516275]
