[1388, 886]
[folio, [641.0, 59.0, 203.0, 18.0], shoonya_0sKRIV68W6L5A6, 5742248]
[folio, [373.0, 64.0, 131.0, 18.0], shoonya_1sAZMDJ0SCXI84, 5742248]
[paragraph, [449.0, 111.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 129.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 147.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 165.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 183.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 201.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 219.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 237.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 255.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 273.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 291.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 309.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 327.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 345.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 363.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 381.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 399.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 417.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 435.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 453.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 471.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 489.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 507.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 525.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 543.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 561.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 579.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 597.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 615.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 633.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 651.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 669.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 687.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 705.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 723.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 741.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 759.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 777.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 795.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 813.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 831.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 849.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 867.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 885.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 903.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 921.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [449.0, 939.0, 416.0, 18.0], 0dFTExU4fd, 5742248]
[paragraph, [34.0, 118.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 136.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 154.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 172.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 190.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 208.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 226.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 244.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 262.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 280.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 298.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 316.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 334.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 352.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 370.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 388.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 406.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 424.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 442.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 460.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 478.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 496.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 514.0, 401.0, 18.0], OxgOMK00Y4, 5742248]
[paragraph, [34.0, 545.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 563.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 581.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 599.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 617.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 635.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 653.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 671.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 689.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 707.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 725.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 743.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 761.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 779.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 797.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 815.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 833.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 851.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 869.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 887.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 905.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 923.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 941.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 959.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 977.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 995.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1013.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1031.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1049.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1067.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1085.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1103.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1121.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1139.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1157.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1175.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1193.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1211.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1229.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1247.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1265.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [34.0, 1283.0, 408.0, 18.0], _FSkAAlBWU, 5742248]
[paragraph, [450.0, 971.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 989.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1007.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1025.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1043.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1061.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1079.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1097.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1115.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1133.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1151.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1169.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1187.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1205.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1223.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1241.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1259.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1277.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[paragraph, [450.0, 1295.0, 398.0, 18.0], shoonya_3s1O95J5J6XFQ2, 5742248]
[footnote, [571.0, 1351.0, 270.0, 18.0], csRcG_AGZG, 5742248]
