[6000, 4167]
[folio, [1182.0, 614.0, 1729.0, 52.5], PocrD-CCUG, 5720940]
[folio, [1182.0, 666.5, 1729.0, 52.5], PocrD-CCUG, 5720940]
[folio, [1182.0, 719.0, 1729.0, 52.5], PocrD-CCUG, 5720940]
[paragraph, [621.0, 894.0, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 946.5, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 999.0, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1051.5, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1104.0, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1156.5, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1209.0, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1261.5, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1314.0, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1366.5, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1419.0, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1471.5, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [621.0, 1524.0, 2947.0, 52.5], shoonya_0sF5SHDITCRHZU, 5720940]
[paragraph, [630.0, 1635.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 1687.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 1740.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 1792.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 1845.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 1897.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 1950.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2002.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2055.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2107.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2160.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2212.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2265.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2317.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2370.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2422.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2475.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2527.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2580.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2632.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2685.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2737.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2790.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2842.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2895.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 2947.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3000.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3052.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3105.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3157.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3210.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3262.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3315.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3367.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3420.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3472.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3525.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3577.5, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [630.0, 3630.0, 2937.0, 52.5], WC7tblao8M, 5720940]
[paragraph, [619.0, 3713.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 3765.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 3818.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 3870.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 3923.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 3975.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4028.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4080.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4133.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4185.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4238.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4290.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4343.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4395.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4448.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4500.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4553.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4605.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4658.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4710.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4763.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4815.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4868.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4920.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 4973.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 5025.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 5078.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 5130.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 5183.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 5235.5, 2948.0, 52.5], z7_izIn3Tf, 5720940]
[paragraph, [619.0, 5288.0, 2948.0, 52.5], z7_izIn3Tf, 5720940]
