[1263, 884]
[paragraph, [183.0, 79.0, 633.0, 18.0], shoonya_3sETOPPNMZUV1S, 5776334]
[paragraph, [183.0, 97.0, 633.0, 18.0], shoonya_3sETOPPNMZUV1S, 5776334]
[paragraph, [181.0, 130.0, 635.0, 18.0], shoonya_4sVAIEUFMIEACQ, 5776334]
[paragraph, [181.0, 148.0, 635.0, 18.0], shoonya_4sVAIEUFMIEACQ, 5776334]
[paragraph, [182.0, 179.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 197.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 215.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 233.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 251.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 269.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 287.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 305.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 323.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 341.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 359.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 377.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 395.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 413.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 431.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 449.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 467.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 485.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 503.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 521.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 539.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 557.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 575.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 593.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [182.0, 611.0, 633.0, 18.0], shoonya_0sQZWO145LOS90, 5776334]
[paragraph, [185.0, 633.0, 631.0, 18.0], shoonya_2sGQVVAJPQW3DS, 5776334]
[paragraph, [185.0, 651.0, 631.0, 18.0], shoonya_2sGQVVAJPQW3DS, 5776334]
[paragraph, [185.0, 669.0, 631.0, 18.0], shoonya_2sGQVVAJPQW3DS, 5776334]
[paragraph, [185.0, 687.0, 631.0, 18.0], shoonya_2sGQVVAJPQW3DS, 5776334]
[paragraph, [185.0, 705.0, 631.0, 18.0], shoonya_2sGQVVAJPQW3DS, 5776334]
[paragraph, [185.0, 723.0, 631.0, 18.0], shoonya_2sGQVVAJPQW3DS, 5776334]
[paragraph, [185.0, 741.0, 631.0, 18.0], shoonya_2sGQVVAJPQW3DS, 5776334]
[paragraph, [185.0, 759.0, 631.0, 18.0], shoonya_2sGQVVAJPQW3DS, 5776334]
[paragraph, [187.0, 785.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 803.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 821.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 839.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 857.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 875.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 893.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 911.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 929.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 947.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 965.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 983.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 1001.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 1019.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [187.0, 1037.0, 628.0, 18.0], shoonya_1s9QJF3FD9TO05, 5776334]
[paragraph, [216.0, 1059.0, 603.0, 18.0], shoonya_5sIEZ8BI83EOXQ, 5776334]
