[2342, 1656]
[folio, [372.0, 39.0, 208.0, 36.0], 5PG9gBe4Id, 5653822]
[headline, [90.0, 200.0, 1494.0, 67.5], uAN_v0XuIC, 5653822]
[sub-headline, [99.0, 326.0, 1436.0, 55.5], p7SOIDbQaK, 5653822]
[paragraph, [752.0, 434.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 470.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 506.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 542.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 578.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 614.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 650.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 686.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 722.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [752.0, 758.0, 870.0, 36.0], 9M1tkZ3zSQ, 5653822]
[paragraph, [756.0, 828.0, 857.0, 36.0], 8UR7hRbgVr, 5653822]
[paragraph, [756.0, 864.0, 857.0, 36.0], 8UR7hRbgVr, 5653822]
[paragraph, [756.0, 900.0, 857.0, 36.0], 8UR7hRbgVr, 5653822]
[paragraph, [752.0, 957.0, 864.0, 36.0], o7o6q0Rxmw, 5653822]
[paragraph, [752.0, 993.0, 864.0, 36.0], o7o6q0Rxmw, 5653822]
[paragraph, [752.0, 1029.0, 864.0, 36.0], o7o6q0Rxmw, 5653822]
[paragraph, [752.0, 1065.0, 864.0, 36.0], o7o6q0Rxmw, 5653822]
[paragraph, [752.0, 1101.0, 864.0, 36.0], o7o6q0Rxmw, 5653822]
[paragraph, [752.0, 1137.0, 864.0, 36.0], o7o6q0Rxmw, 5653822]
[paragraph, [752.0, 1173.0, 864.0, 36.0], o7o6q0Rxmw, 5653822]
[paragraph, [750.0, 1223.0, 866.0, 36.0], YYNhXcsl2y, 5653822]
[paragraph, [750.0, 1259.0, 866.0, 36.0], YYNhXcsl2y, 5653822]
[paragraph, [750.0, 1295.0, 866.0, 36.0], YYNhXcsl2y, 5653822]
[paragraph, [750.0, 1331.0, 866.0, 36.0], YYNhXcsl2y, 5653822]
[paragraph, [750.0, 1367.0, 866.0, 36.0], YYNhXcsl2y, 5653822]
[paragraph, [750.0, 1403.0, 866.0, 36.0], YYNhXcsl2y, 5653822]
[paragraph, [750.0, 1439.0, 866.0, 36.0], YYNhXcsl2y, 5653822]
[paragraph, [750.0, 1475.0, 866.0, 36.0], YYNhXcsl2y, 5653822]
[paragraph, [748.0, 1552.0, 855.0, 36.0], HfYED2b51j, 5653822]
[paragraph, [748.0, 1588.0, 855.0, 36.0], HfYED2b51j, 5653822]
[paragraph, [748.0, 1624.0, 855.0, 36.0], HfYED2b51j, 5653822]
[paragraph, [37.0, 1676.0, 1562.0, 36.0], DCiSc6F3Y-, 5653822]
[paragraph, [37.0, 1712.0, 1562.0, 36.0], DCiSc6F3Y-, 5653822]
[paragraph, [37.0, 1748.0, 1562.0, 36.0], DCiSc6F3Y-, 5653822]
[paragraph, [37.0, 1784.0, 1562.0, 36.0], DCiSc6F3Y-, 5653822]
[paragraph, [37.0, 1820.0, 1562.0, 36.0], DCiSc6F3Y-, 5653822]
[paragraph, [37.0, 1856.0, 1562.0, 36.0], DCiSc6F3Y-, 5653822]
[folio, [1139.0, 1932.0, 485.0, 36.0], EZpH8G1cjR, 5653822]
[contact-info, [165.0, 1992.0, 1327.0, 36.0], 8cyd0EYzws, 5653822]
[contact-info, [165.0, 2028.0, 1327.0, 36.0], 8cyd0EYzws, 5653822]
[contact-info, [165.0, 2064.0, 1327.0, 36.0], 8cyd0EYzws, 5653822]
[contact-info, [165.0, 2100.0, 1327.0, 36.0], 8cyd0EYzws, 5653822]
[contact-info, [165.0, 2136.0, 1327.0, 36.0], 8cyd0EYzws, 5653822]
[contact-info, [165.0, 2172.0, 1327.0, 36.0], 8cyd0EYzws, 5653822]
[contact-info, [165.0, 2208.0, 1327.0, 36.0], 8cyd0EYzws, 5653822]
