[1273, 884]
[chapter-title, [358.0, 57.0, 275.0, 30.0], shoonya_5sXX1QRAABBNFP, 5776645]
[paragraph, [179.0, 97.0, 636.0, 18.0], shoonya_3sNJV16PARR02H, 5776645]
[paragraph, [179.0, 115.0, 636.0, 18.0], shoonya_3sNJV16PARR02H, 5776645]
[paragraph, [179.0, 133.0, 636.0, 18.0], shoonya_3sNJV16PARR02H, 5776645]
[paragraph, [179.0, 151.0, 636.0, 18.0], shoonya_3sNJV16PARR02H, 5776645]
[paragraph, [179.0, 169.0, 636.0, 18.0], shoonya_3sNJV16PARR02H, 5776645]
[paragraph, [179.0, 187.0, 636.0, 18.0], shoonya_3sNJV16PARR02H, 5776645]
[paragraph, [179.0, 205.0, 636.0, 18.0], shoonya_3sNJV16PARR02H, 5776645]
[paragraph, [181.0, 224.0, 637.0, 18.0], shoonya_4sGCZQ1CZEKZU0, 5776645]
[paragraph, [181.0, 242.0, 637.0, 18.0], shoonya_4sGCZQ1CZEKZU0, 5776645]
[paragraph, [181.0, 260.0, 637.0, 18.0], shoonya_4sGCZQ1CZEKZU0, 5776645]
[paragraph, [181.0, 278.0, 637.0, 18.0], shoonya_4sGCZQ1CZEKZU0, 5776645]
[section-title, [384.0, 317.0, 224.0, 30.0], fxnW17ggd7, 5776645]
[section-title, [384.0, 347.0, 224.0, 30.0], fxnW17ggd7, 5776645]
[paragraph, [182.0, 399.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 417.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 435.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 453.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 471.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 489.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 507.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 525.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 543.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 561.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 579.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 597.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 615.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [182.0, 633.0, 637.0, 18.0], shoonya_0sJHFD7QP2Q64R, 5776645]
[paragraph, [188.0, 657.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 675.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 693.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 711.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 729.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 747.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 765.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 783.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 801.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 819.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 837.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 855.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 873.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 891.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 909.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 927.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 945.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [188.0, 963.0, 631.0, 18.0], shoonya_1sDNT8U9A5IB6L, 5776645]
[paragraph, [190.0, 983.0, 631.0, 18.0], shoonya_2s9U7ZTR6QC1EU, 5776645]
[paragraph, [190.0, 1001.0, 631.0, 18.0], shoonya_2s9U7ZTR6QC1EU, 5776645]
[paragraph, [190.0, 1019.0, 631.0, 18.0], shoonya_2s9U7ZTR6QC1EU, 5776645]
[paragraph, [190.0, 1037.0, 631.0, 18.0], shoonya_2s9U7ZTR6QC1EU, 5776645]
[paragraph, [190.0, 1055.0, 631.0, 18.0], shoonya_2s9U7ZTR6QC1EU, 5776645]
[paragraph, [190.0, 1073.0, 631.0, 18.0], shoonya_2s9U7ZTR6QC1EU, 5776645]
[paragraph, [190.0, 1091.0, 631.0, 18.0], shoonya_2s9U7ZTR6QC1EU, 5776645]
