[2068, 1551]
[folio, [110.0, 38.0, 195.0, 36.0], 5EQnqmnYbh, 5712901]
[contact-info, [956.0, 759.0, 480.0, 36.0], 0mHYZ0uYMk, 5712901]
[contact-info, [956.0, 795.0, 480.0, 36.0], 0mHYZ0uYMk, 5712901]
[contact-info, [956.0, 831.0, 480.0, 36.0], 0mHYZ0uYMk, 5712901]
[contact-info, [956.0, 867.0, 480.0, 36.0], 0mHYZ0uYMk, 5712901]
[contact-info, [956.0, 903.0, 480.0, 36.0], 0mHYZ0uYMk, 5712901]
[headline, [120.0, 983.0, 418.0, 67.5], V6-t9bWMSO, 5712901]
[contact-info, [844.0, 983.0, 669.0, 36.0], WzG8y609L_, 5712901]
[contact-info, [844.0, 1019.0, 669.0, 36.0], WzG8y609L_, 5712901]
[contact-info, [844.0, 1055.0, 669.0, 36.0], WzG8y609L_, 5712901]
[contact-info, [844.0, 1091.0, 669.0, 36.0], WzG8y609L_, 5712901]
[contact-info, [844.0, 1127.0, 669.0, 36.0], WzG8y609L_, 5712901]
[contact-info, [844.0, 1163.0, 669.0, 36.0], WzG8y609L_, 5712901]
[contact-info, [1361.0, 1237.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1273.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1309.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1345.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1381.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1417.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1453.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1489.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1525.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1561.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1597.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1633.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1669.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1705.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1741.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1777.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1813.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
[contact-info, [1361.0, 1849.0, 189.0, 36.0], dq8c3FqmHL, 5712901]
