[2339, 1609]
[folio, [214.0, 116.0, 395.0, 36.0], Y_XwpekkPf, 5657089]
[folio, [843.0, 122.0, 548.0, 36.0], KexHT3H1GF, 5657089]
[chapter-title, [488.0, 237.0, 761.0, 70.5], LqpFEdp5pv, 5657089]
[author, [746.0, 410.0, 203.0, 36.0], shoonya_6s66MV88IN6F0A, 5657089]
[contact-info, [512.0, 466.0, 713.0, 36.0], IPqq0TretV, 5657089]
[contact-info, [512.0, 502.0, 713.0, 36.0], IPqq0TretV, 5657089]
[contact-info, [512.0, 538.0, 713.0, 36.0], IPqq0TretV, 5657089]
[contact-info, [512.0, 574.0, 713.0, 36.0], IPqq0TretV, 5657089]
[contact-info, [512.0, 610.0, 713.0, 36.0], IPqq0TretV, 5657089]
[paragraph, [122.0, 782.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [122.0, 818.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [122.0, 854.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [122.0, 890.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [122.0, 926.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [122.0, 962.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [122.0, 998.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [122.0, 1034.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [122.0, 1070.0, 1349.0, 36.0], shoonya_4sJ808CIQ3MVHA, 5657089]
[paragraph, [142.0, 1130.0, 1316.0, 36.0], shoonya_0sAUOWCKFY9KWM, 5657089]
[paragraph, [142.0, 1166.0, 1316.0, 36.0], shoonya_0sAUOWCKFY9KWM, 5657089]
[paragraph, [142.0, 1202.0, 1316.0, 36.0], shoonya_0sAUOWCKFY9KWM, 5657089]
[paragraph, [142.0, 1238.0, 1316.0, 36.0], shoonya_0sAUOWCKFY9KWM, 5657089]
[paragraph, [142.0, 1274.0, 1316.0, 36.0], shoonya_0sAUOWCKFY9KWM, 5657089]
[paragraph, [142.0, 1310.0, 1316.0, 36.0], shoonya_0sAUOWCKFY9KWM, 5657089]
[paragraph, [142.0, 1346.0, 1316.0, 36.0], shoonya_0sAUOWCKFY9KWM, 5657089]
[paragraph, [142.0, 1382.0, 1316.0, 36.0], shoonya_0sAUOWCKFY9KWM, 5657089]
[paragraph, [124.0, 1452.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1488.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1524.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1560.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1596.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1632.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1668.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1704.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1740.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1776.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1812.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1848.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1884.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1920.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[paragraph, [124.0, 1956.0, 1361.0, 36.0], shoonya_1sZR6PLPHCAC7S, 5657089]
[folio, [142.0, 2154.0, 546.0, 36.0], JzA4XXVOo-, 5657089]
[folio, [913.0, 2160.0, 558.0, 36.0], cI2voydX2G, 5657089]
